catalog_id	title_zh	intro_url
SWT208,SCD2003 SCD2001	國王密使6：希望之旅	https://chiuinan.github.io/game/game/intro/eng/e21/kq6.htm
SCD2004	國王密使7：沒有王子的新娘	https://chiuinan.github.io/game/game/intro/eng/e21/kq7.htm
SCD2005	國王密使8：永恆面具	https://chiuinan.github.io/game/game/intro/ch/c21/kq8.htm
	國王的恩賜	https://chiuinan.github.io/game/game/intro/eng/e32/kb.htm
SCD1782	國產凌凌漆	https://chiuinan.github.io/game/game/intro/ch/c51/gc007.htm
SCD1208	國語國民小學一年級第一冊	https://chiuinan.github.io/game/game/intro/ch/c44/chi01.htm
Z103	國際兒童話	https://chiuinan.github.io/game/game/intro/ch/c44/talk.htm
SCD1748	國際大獎賽98	https://chiuinan.github.io/game/game/intro/eng/e52/gpr98.htm
	國際象棋2003	https://chiuinan.github.io/game/game/intro/eng/e41/ches2003.htm
SCD1912	國際超級車賽	https://chiuinan.github.io/game/game/intro/eng/e52/supacars.htm
SCD1743	國際高賞金汽車錦標賽	https://chiuinan.github.io/game/game/intro/eng/e52/gpe.htm
SCD0083	圍棋傳說	https://chiuinan.github.io/game/game/intro/ch/c41/golegend.htm
	圍棋名局欣賞	https://chiuinan.github.io/game/game/intro/ch/c41/wqmj.htm
SCD1999	圍棋基礎訓練與段位測試	https://chiuinan.github.io/game/game/intro/ch/c41/sdq.htm
SWE246	圍棋大戰	https://chiuinan.github.io/game/game/intro/eng/e41/go.htm
SCD0097	圍棋習遊記	https://chiuinan.github.io/game/game/intro/ch/c41/qyj.htm
SCD2201	圍棋習遊記：初學篇	https://chiuinan.github.io/game/game/intro/ch/c41/qyj2.htm
SCD0816	圓桌武士：紅龍騎士傳說	https://chiuinan.github.io/game/game/intro/ch/c21/ak1ooe.htm
JXZ003	圓桌武士1	https://chiuinan.github.io/game/game/intro/eng/e32/excal.htm
JXZ004	圓桌武士2	https://chiuinan.github.io/game/game/intro/eng/e32/vex.htm
SCD1189	女傑	https://chiuinan.github.io/game/game/intro/ch/c33/girl.htm
SCD0133	女優火車頭	https://chiuinan.github.io/game/game/intro/ch/c41/mfjhct.htm
SCD0657	女媧補天：全家福篇	https://chiuinan.github.io/game/game/intro/ch/c44/nuwa.htm
SCD0353	女生宿舍	https://chiuinan.github.io/game/game/intro/ch/c22/nsxs.htm
SCD2712	女神天蠶變	https://chiuinan.github.io/game/game/intro/ch/c44/linegirl.htm
SCD1015	女神守護者	https://chiuinan.github.io/game/game/intro/ch/c31/g13.htm
SCD1147	女神轉生：無盡的大地	https://chiuinan.github.io/game/game/intro/ch/c11/godsloi.htm
SCD0633	好奇喬治	https://chiuinan.github.io/game/game/intro/ch/c44/cgabc.htm
SCD2277	好神旺旺來	https://chiuinan.github.io/game/game/intro/ch/c43/gsmonop.htm
SCD0066	如來神掌之宇宙爭雄	https://chiuinan.github.io/game/game/intro/ch/c11/rltr.htm
SWT151	如來金剛拳傳奇	https://chiuinan.github.io/game/game/intro/ch/c21/book.htm
SCD0416	妖塔2189	https://chiuinan.github.io/game/game/intro/ch/c22/2189.txt
SCD2778	妖姬跳跳棋	https://chiuinan.github.io/game/game/intro/ch/c41/yjjump.htm
SCD2708	妖怪與鄉巴佬	https://chiuinan.github.io/game/game/intro/ch/c32/ummv.htm
SCD2611	妖擊隊：邪神降魔錄	https://chiuinan.github.io/game/game/intro/ch/c33/ygd.htm
SSG045	妖魔道	https://chiuinan.github.io/game/game/intro/ch/c12/ymd.txt
Z034	妙探闖通關：大腳之謎	https://chiuinan.github.io/game/game/intro/eng/e21/samnmax.htm
SCD1370	妙狐神探	https://chiuinan.github.io/game/game/intro/ch/c21/ite.htm
Z056	妙賊也瘋狂1	https://chiuinan.github.io/game/game/intro/eng/e21/iuc.htm
SCD1349	妙賊也瘋狂2	https://chiuinan.github.io/game/game/intro/eng/e21/iuc2.htm
SCD2112	妮娜的願望	https://chiuinan.github.io/game/game/intro/ch/c22/ninawish.htm
	妹妹公主射擊版	https://chiuinan.github.io/game/game/intro/ch/c51/sisprig.htm
SWT131	威利奇遇記	https://chiuinan.github.io/game/game/intro/eng/e21/willy.htm
SCD2447	威力掃蕩	https://chiuinan.github.io/game/game/intro/ch/c51/expenda.htm
SCD1914	威力賽車	https://chiuinan.github.io/game/game/intro/eng/e52/power.htm
SCD2055	威爾洛克	https://chiuinan.github.io/game/game/intro/eng/e51/willrock.htm
SCD2753	嫉惡如仇	https://chiuinan.github.io/game/game/intro/eng/e32/abomb.htm
Z006	嬉笑春秋	https://chiuinan.github.io/game/game/intro/ch/c43/xi.htm
SCD1054	巫師之怒1	https://chiuinan.github.io/game/game/intro/eng/e12/rom1.htm
SCD1055	巫師之怒2	https://chiuinan.github.io/game/game/intro/ch/c12/rom2.htm
JXZ013	巫師神冠	https://chiuinan.github.io/game/game/intro/eng/e11/wc.htm
SCD1363	巫術1	https://chiuinan.github.io/game/game/intro/eng/e11/wiz1.htm
SCD1363	巫術2：鑽石騎士	https://chiuinan.github.io/game/game/intro/eng/e11/wiz2.htm
SCD1363	巫術3：萊迦買城傳奇	https://chiuinan.github.io/game/game/intro/eng/e11/wiz3.htm
SCD1363	巫術4：瓦德納的復仇	https://chiuinan.github.io/game/game/intro/eng/e11/wiz4.htm
SCD1363	巫術5：漩渦之心	https://chiuinan.github.io/game/game/intro/eng/e11/wiz5.htm
3WG032,SCD1363	巫術6：創世神筆之詛咒	https://chiuinan.github.io/game/game/intro/ch/c11/bane.htm
3WG024,SCD1363 SCD1364,SCD1365	巫術7：失落的迦地亞	https://chiuinan.github.io/game/game/intro/eng/e11/dsavant.htm
SCD1366	巫術8	https://chiuinan.github.io/game/game/intro/eng/e11/wiz8.htm
SCD1367	巫術外傳：復仇者	https://chiuinan.github.io/game/game/intro/eng/e21/nemesis.htm
	巫術對弈	https://chiuinan.github.io/game/game/intro/eng/e41/archon.htm
SCD2061	巴冷公主	https://chiuinan.github.io/game/game/intro/ch/c12/banenn.htm
	巴士帝國	https://chiuinan.github.io/game/game/intro/ch/c33/bus.htm
SCD0486	巴布工程師：公園建造記	https://chiuinan.github.io/game/game/intro/eng/e33/btb-bbp.htm
Z082,SCD1759	巴茲奧爾德林的太空競賽	https://chiuinan.github.io/game/game/intro/eng/e32/buzz.htm
SCD1190	巾幗英雄花木蘭	https://chiuinan.github.io/game/game/intro/ch/c44/fmulan.htm
SCD2627	帝國主義1	https://chiuinan.github.io/game/game/intro/eng/e32/imperial.htm
SCD2628	帝國主義2：拓荒時代	https://chiuinan.github.io/game/game/intro/ch/c32/imperia2.htm
SCD0837	帝國企業	https://chiuinan.github.io/game/game/intro/ch/c33/monopoty.htm
RS903	帝國的光榮	https://chiuinan.github.io/game/game/intro/ch/c32/rs903.htm
RS702	帝國的光榮2：帝國大反擊	https://chiuinan.github.io/game/game/intro/ch/c32/rs702.htm
SCD0346	幕府將軍：全軍破敵	https://chiuinan.github.io/game/game/intro/ch/c32/shogun.htm
SCD2728	幸福姊妹花	https://chiuinan.github.io/game/game/intro/ch/c33/smf.htm
SCD2278	我愛做頭腦體操	https://chiuinan.github.io/game/game/intro/ch/c44/iqup.htm
SCD2715	我為歌狂：夏日彩虹	https://chiuinan.github.io/game/game/intro/ch/c22/xrch.htm
SCD1233	我的夢想咖啡廳：	https://chiuinan.github.io/game/game/intro/ch/c33/iscoffee.htm
	我的女孩	https://chiuinan.github.io/game/game/intro/ch/c22/mygirls.htm
	我的女孩2	https://chiuinan.github.io/game/game/intro/ch/c22/mygirls2.htm
SCD2108	我的牛津藝術學院	https://chiuinan.github.io/game/game/intro/ch/c44/picbox.htm
SCD0630	我的第一本漫畫書	https://chiuinan.github.io/game/game/intro/ch/c44/ahabook.htm
	我的美麗天使／	https://chiuinan.github.io/game/game/intro/ch/c33/rondo.htm
SCD0013	我的野蠻麻將	https://chiuinan.github.io/game/game/intro/ch/c42/mymj.htm
	求婚365日	https://chiuinan.github.io/game/game/intro/ch/c43/365.htm
SCD2229	求婚365日2	https://chiuinan.github.io/game/game/intro/ch/c43/365-2.htm
	求愛任務	https://chiuinan.github.io/game/game/intro/eng/e21/fq.htm
SCD0405	江南才子唐伯虎	https://chiuinan.github.io/game/game/intro/ch/c12/ton.htm
SCD0806	江湖	https://chiuinan.github.io/game/game/intro/ch/c11/jh.htm
SCD0482	江湖任我行	https://chiuinan.github.io/game/game/intro/ch/c43/stalker.htm
Z043	江湖外傳	https://chiuinan.github.io/game/game/intro/ch/c12/jhrpg.htm
SCD0807	江湖後傳	https://chiuinan.github.io/game/game/intro/ch/c11/jhhz.htm
SCD0805	江湖英烈傳	https://chiuinan.github.io/game/game/intro/ch/c31/xin.htm
SCD2809	汪達爾之心：失落的古文明	https://chiuinan.github.io/game/game/intro/ch/c31/vhearts.htm
SCD0201	決勝前線	https://chiuinan.github.io/game/game/intro/eng/e32/fow.htm
SCD2572	決勝戰場	https://chiuinan.github.io/game/game/intro/ch/c32/warfare.htm
OCD0089	決勝時刻1	https://chiuinan.github.io/game/game/intro/ch/c51/cod1.htm
OCD0090	決勝時刻2	https://chiuinan.github.io/game/game/intro/ch/c51/cod2.htm
SCD0209	決勝時刻4：現代戰爭	https://chiuinan.github.io/game/game/intro/eng/e51/cod4.htm
SCD0076	決戰320：大選麻將館	https://chiuinan.github.io/game/game/intro/ch/c42/mj320.htm
	決戰中國圍棋	https://chiuinan.github.io/game/game/intro/eng/e41/weiqi.htm
SWT067	決戰中國象棋	https://chiuinan.github.io/game/game/intro/eng/e41/bchess2.htm
SCD0036	決戰中國象棋2	https://chiuinan.github.io/game/game/intro/ch/c41/bchess2c.htm
SWE232	決戰俄羅斯	https://chiuinan.github.io/game/game/intro/ch/c44/ftf.htm
SSG020	決戰台灣16張麻將	https://chiuinan.github.io/game/game/intro/ch/c42/mjf.htm
SCD2573,SCD2574	決戰大老二	https://chiuinan.github.io/game/game/intro/ch/c41/jzbig2.htm
SCD1466	決戰大魔域	https://chiuinan.github.io/game/game/intro/ch/c21/rtz.htm
SCD0133	決戰女優撲克	https://chiuinan.github.io/game/game/intro/ch/c41/avpoker.htm
SCD2445	決戰惡魔島之冒險迷城：奪寶大作戰	https://chiuinan.github.io/game/game/intro/ch/c44/mxmc.htm
SCD0207	決戰時刻：光榮戰役	https://chiuinan.github.io/game/game/intro/eng/e51/pacguner.htm
SCD0206	決戰時刻：獵虎行動	https://chiuinan.github.io/game/game/intro/eng/e51/tigerhun.htm
SCD0208	決戰時刻：鋼鐵任務	https://chiuinan.github.io/game/game/intro/eng/e51/steltide.htm
Z061	決戰泰國拳	https://chiuinan.github.io/game/game/intro/eng/e51/kick.htm
SCD2750	決戰滑鐵盧：拿破崙戰史	https://chiuinan.github.io/game/game/intro/ch/c32/waterloo.htm
HTG016	決戰皇陵	https://chiuinan.github.io/game/game/intro/ch/c21/lini.htm
SCD1123	決戰總統府	https://chiuinan.github.io/game/game/intro/ch/c51/fpresid.htm
SWE107,SCD0061	決戰西洋棋	https://chiuinan.github.io/game/game/intro/eng/e41/bchess1.htm
Z023	決戰西洋棋4000	https://chiuinan.github.io/game/game/intro/eng/e41/bc4000.htm
SCD0110	決戰陸軍棋	https://chiuinan.github.io/game/game/intro/ch/c41/junqi.htm
SCD2451	決死突擊隊1	https://chiuinan.github.io/game/game/intro/eng/e51/ddozen.htm
SCD2452	決死突擊隊2	https://chiuinan.github.io/game/game/intro/eng/e51/ddozen2.htm
SCD1821	汽車總動員	https://chiuinan.github.io/game/game/intro/eng/e52/cars.htm
SCD1822	汽車總動員：水箱溫泉歷險記	https://chiuinan.github.io/game/game/intro/eng/e52/carsrsa.htm
SCD1890	汽車零件庫：虛擬技師	https://chiuinan.github.io/game/game/intro/eng/e33/gearhead.htm
SCD1465	沉默小組1943	https://chiuinan.github.io/game/game/intro/ch/c31/ss1943.htm
SCD2625	沉默的艦隊1	https://chiuinan.github.io/game/game/intro/ch/c32/silents.htm
SCD2626	沉默的艦隊2	https://chiuinan.github.io/game/game/intro/ch/c32/silents2.htm
SCD2754	沙丘王子復仇記	https://chiuinan.github.io/game/game/intro/ch/c21/fhdune.htm
3WG015,SCD1023	沙丘魔堡	https://chiuinan.github.io/game/game/intro/ch/c32/dune.htm
3WG035	沙丘魔堡2：王朝的建立	https://chiuinan.github.io/game/game/intro/eng/e32/dune2.htm
SCD1024	沙丘魔堡2000	https://chiuinan.github.io/game/game/intro/eng/e32/dune2000.htm
SCD1025	沙丘魔堡3000	https://chiuinan.github.io/game/game/intro/ch/c32/dune3000.htm
SCD0980	沙場風暴	https://chiuinan.github.io/game/game/intro/ch/c51/msntank.htm
SWT244	沙場風雲	https://chiuinan.github.io/game/game/intro/eng/e32/line.htm
OCD0024	沙拉那之劍	https://chiuinan.github.io/game/game/intro/ch/c21/shannara.txt
SCD2643	沙皇之冠	https://chiuinan.github.io/game/game/intro/eng/e32/tzar.htm
SWE229	油龍戲縫	https://chiuinan.github.io/game/game/intro/eng/e44/oilswell.htm
SCD1706	沼澤地老車大賽	https://chiuinan.github.io/game/game/intro/eng/e52/swampbr.htm
SCD0748	法櫃奇兵：帝王之墓	https://chiuinan.github.io/game/game/intro/eng/e21/ijet.htm
SCD0706	法老	https://chiuinan.github.io/game/game/intro/ch/c33/pharaoh.htm
	泛華棋友	https://chiuinan.github.io/game/game/intro/ch/c41/fhgo.htm
SCD0649	泡泡龍	https://chiuinan.github.io/game/game/intro/eng/e44/bubblep.htm
	波動少女2	https://chiuinan.github.io/game/game/intro/ch/c33/os2.htm
SWE200	波斯王子1	https://chiuinan.github.io/game/game/intro/eng/e52/prince.htm
SCD2523	波斯王子1：時之砂	https://chiuinan.github.io/game/game/intro/eng/e21/popu1.htm
SCD2524	波斯王子2：侍魂無雙	https://chiuinan.github.io/game/game/intro/ch/c21/popu2.htm
Z114	波斯王子2：影與火	https://chiuinan.github.io/game/game/intro/eng/e52/prince2.htm
SCD2525	波斯王子3：雙刃王座	https://chiuinan.github.io/game/game/intro/eng/e21/popu3.htm
SCD2522	波斯王子3	https://chiuinan.github.io/game/game/intro/ch/c21/pop3d.htm
SCD2279	波波鼠2為什麼？恐龍篇	https://chiuinan.github.io/game/game/intro/ch/c44/pmouse2.htm
SCD2215	波霸奇兵	https://chiuinan.github.io/game/game/intro/ch/c52/vip.htm
SCD1532	泥地摩托	https://chiuinan.github.io/game/game/intro/eng/e52/motox.htm
SCD1702	泥地摩托車賽	https://chiuinan.github.io/game/game/intro/eng/e52/dbr.htm
SCD1703	泥道賽車	https://chiuinan.github.io/game/game/intro/eng/e52/dtr1.htm
SCD1704	泥道賽車：短跑車	https://chiuinan.github.io/game/game/intro/eng/e52/dtrsc.htm
SCD1705	泥道賽車2	https://chiuinan.github.io/game/game/intro/eng/e52/dtr2.htm
SCD2155	泰坦任務	https://chiuinan.github.io/game/game/intro/ch/c12/titanq.htm
SCD1117,SCD0823	洛克人1	https://chiuinan.github.io/game/game/intro/ch/c52/rm1.htm
	洛克人1	https://chiuinan.github.io/game/game/intro/eng/e52/megaman1.htm
SCD1117,SCD0823	洛克人2：威利博士之謎	https://chiuinan.github.io/game/game/intro/ch/c52/rm2.htm
SCD1117,SCD0823	洛克人3：威利博士的末期	https://chiuinan.github.io/game/game/intro/ch/c52/rm3.htm
	洛克人3：機器人起義	https://chiuinan.github.io/game/game/intro/eng/e52/megaman3.htm
SCD0823	洛克人4：新的野心	https://chiuinan.github.io/game/game/intro/ch/c52/rm4.htm
SCD0823	洛克人5：布魯斯的陷阱	https://chiuinan.github.io/game/game/intro/ch/c52/rm5.htm
SCD0823	洛克人6：史上最大戰爭	https://chiuinan.github.io/game/game/intro/ch/c52/rm6.htm
	洛克人7：宿命的對決	https://chiuinan.github.io/game/game/intro/ch/c52/rm7.htm
	洛克人8：金屬英雄們	https://chiuinan.github.io/game/game/intro/ch/c52/rm8.htm
	洛克人9：野心的復活	https://chiuinan.github.io/game/game/intro/ch/c52/rm9.htm
	洛克人10：來自宇宙的威脅	https://chiuinan.github.io/game/game/intro/ch/c52/rm10.htm
	洛克人11：命運的齒輪	https://chiuinan.github.io/game/game/intro/ch/c52/rm11.htm
SCD1118	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/rmd1.htm
SCD0829	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/rmd2.htm
SCD0827	洛克人	https://chiuinan.github.io/game/game/intro/ch/c44/rock3d.htm
SCD0830	洛克人	https://chiuinan.github.io/game/game/intro/ch/c44/rockmaiq.htm
SCD1184	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx1.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx2.htm
SCD0824	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx3.htm
SCD0825	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx4.htm
OCD0126	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx5.htm
SCD0826	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx6.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx7.htm
OCD0117	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmx8.htm
SCD0831	洛克人	https://chiuinan.github.io/game/game/intro/ch/c44/rockmath.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmz1.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmz2.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmz3.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmz4.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmzx1.htm
	洛克人	https://chiuinan.github.io/game/game/intro/ch/c52/mmzx2.htm
SCD0832	洛克人黃金帝國	https://chiuinan.github.io/game/game/intro/ch/c43/rge.htm
Z057	洛汗騎兵	https://chiuinan.github.io/game/game/intro/eng/e32/rohan.htm
SCD0852	洪荒時代	https://chiuinan.github.io/game/game/intro/ch/c32/stx.htm
SCD0562	浣花洗劍錄	https://chiuinan.github.io/game/game/intro/ch/c11/hhxjl.htm
SCD0909	浪漫創世神話	https://chiuinan.github.io/game/game/intro/ch/c33/roman.htm
SCD2636	海商王1	https://chiuinan.github.io/game/game/intro/ch/c33/pr1.htm
SCD2637	海商王2	https://chiuinan.github.io/game/game/intro/ch/c33/pr2.htm
SCD1179	海底總動員	https://chiuinan.github.io/game/game/intro/eng/e21/nemo.htm
SCD1178	海底總動員	https://chiuinan.github.io/game/game/intro/eng/e44/nemouwf.htm
SCD1496	海洋公園大亨1	https://chiuinan.github.io/game/game/intro/eng/e33/swt1.htm
SCD1497	海洋公園大亨2	https://chiuinan.github.io/game/game/intro/eng/e33/swt2.htm
SCD2460	海灘英雄	https://chiuinan.github.io/game/game/intro/eng/e52/bksr.htm
SCD2723	海盜	https://chiuinan.github.io/game/game/intro/eng/e21/corsairs.htm
SCD2236	海盜傳奇	https://chiuinan.github.io/game/game/intro/ch/c21/max4.htm
SCD0487	海賊	https://chiuinan.github.io/game/game/intro/ch/c43/piece.htm
SCD1033	淘比當家：海洋樂園自助遊	https://chiuinan.github.io/game/game/intro/ch/c44/swtrip.htm
SCD0335	淘氣鬼闖通關	https://chiuinan.github.io/game/game/intro/ch/c43/tqdfw.htm
SCD0759	深入地心	https://chiuinan.github.io/game/game/intro/ch/c12/embrace.htm
SCD1692	深藍國際電腦象棋	https://chiuinan.github.io/game/game/intro/eng/e41/comc2003.htm
SCD1393	混沌島：失落的世界	https://chiuinan.github.io/game/game/intro/eng/e32/cisland.htm
SCD2189	混沌控制	https://chiuinan.github.io/game/game/intro/eng/e51/chaos.htm
SCD0133	清涼空當接龍	https://chiuinan.github.io/game/game/intro/ch/c41/qllong.htm
SCD0133	清涼美眉撲克	https://chiuinan.github.io/game/game/intro/ch/c41/qlpoker.htm
SCD1136	游素蘭的愛情處方箋	https://chiuinan.github.io/game/game/intro/ch/c44/tarot2.htm
SCD2483	湯姆克蘭西之間諜遊戲1	https://chiuinan.github.io/game/game/intro/eng/e52/sc1.htm
SCD2484	湯姆克蘭西之間諜遊戲2	https://chiuinan.github.io/game/game/intro/ch/c52/sc2.htm
SCD2485	湯姆克蘭西之間諜遊戲3	https://chiuinan.github.io/game/game/intro/eng/e52/sc3.htm
SCD2486	湯姆克蘭西之間諜遊戲4	https://chiuinan.github.io/game/game/intro/ch/c52/sc4.htm
SSG001	滅	https://chiuinan.github.io/game/game/intro/ch/c51/destroy.htm
	滑溜小賽車	https://chiuinan.github.io/game/game/intro/eng/e52/slicks.htm
	漁歌麻將	https://chiuinan.github.io/game/game/intro/ch/c42/majung.htm
SWE080	漢城奧運	https://chiuinan.github.io/game/game/intro/eng/e52/thegames.htm
SCD2357	漢堡戰爭	https://chiuinan.github.io/game/game/intro/ch/c32/mwar.htm
SCD1757	漫畫賽車王	https://chiuinan.github.io/game/game/intro/eng/e52/beanotr.htm
SCD2186	潘朵拉的盒子	https://chiuinan.github.io/game/game/intro/ch/c44/pandora.htm
SCD0699	潛龍紀元：龍之輓歌	https://chiuinan.github.io/game/game/intro/ch/c12/aftd.htm
SCD0454	激戰女優	https://chiuinan.github.io/game/game/intro/ch/c44/jzav.htm
SCD0455	激戰女狼2	https://chiuinan.github.io/game/game/intro/ch/c44/jzav2.htm
SCD0803	激戰足球學園	https://chiuinan.github.io/game/game/intro/ch/c52/psq.htm
SCD1344	激爆裝甲	https://chiuinan.github.io/game/game/intro/eng/e32/mfatigue.htm
SSG028	激鬥戰士	https://chiuinan.github.io/game/game/intro/ch/c51/vf.htm
SCD2801	灌籃金剛	https://chiuinan.github.io/game/game/intro/ch/c52/kk10.htm
SCD2031	亞里斯王物語	https://chiuinan.github.io/game/game/intro/ch/c31/aress.htm
SCD2147	亡命暗殺令1	https://chiuinan.github.io/game/game/intro/eng/e51/mdk.htm
SCD2148	亡命暗殺令2	https://chiuinan.github.io/game/game/intro/eng/e51/mdk2.htm
	交大六號	https://chiuinan.github.io/game/game/intro/ch/c41/nctu6.htm
SCD1297	交通英雄	https://chiuinan.github.io/game/game/intro/ch/c33/traffic.htm
SCD0517	交響樂之雨	https://chiuinan.github.io/game/game/intro/ch/c22/srain.htm
SCD0874	亨利與哈利	https://chiuinan.github.io/game/game/intro/ch/c44/handh.htm
Z116	亞紀子	https://chiuinan.github.io/game/game/intro/ch/c44/pinklady.htm
	亞特蘭提斯	https://chiuinan.github.io/game/game/intro/eng/e44/bfga1.htm
SCD0784	亞特蘭提斯1：失落的傳說	https://chiuinan.github.io/game/game/intro/ch/c21/atlant1.htm
SCD0785	亞特蘭提斯2：超越亞特蘭提斯	https://chiuinan.github.io/game/game/intro/ch/c21/atlant2.htm
SCD0786	亞特蘭提斯3：新世界	https://chiuinan.github.io/game/game/intro/ch/c21/atlant3.htm
SCD0787	亞特蘭提斯4：進化	https://chiuinan.github.io/game/game/intro/ch/c21/atlant4.htm
SCD0788	亞特蘭提斯5：神聖遺產	https://chiuinan.github.io/game/game/intro/eng/e21/atlant5.htm
	亞特蘭提斯之天空巡邏	https://chiuinan.github.io/game/game/intro/eng/e44/asp.htm
SWT166	亞特蘭提斯之謎	https://chiuinan.github.io/game/game/intro/eng/e21/atlantis.htm
Z019	亞特蘭提斯之謎動作版	https://chiuinan.github.io/game/game/intro/eng/e52/indy4a.htm
SWE184	奇中棋	https://chiuinan.github.io/game/game/intro/eng/e41/triango.htm
3WG013	奇人黑桃2	https://chiuinan.github.io/game/game/intro/ch/c41/big2.htm
SWT199,SWT264	奇妙大百科1	https://chiuinan.github.io/game/game/intro/eng/e44/tim.htm
SWT323,SCD0727	奇妙大百科2	https://chiuinan.github.io/game/game/intro/eng/e44/tim2.htm
SCD0763	奇妙大百科再現	https://chiuinan.github.io/game/game/intro/eng/e44/rim.htm
Z017,SCD0728	奇妙大百科：卡通篇	https://chiuinan.github.io/game/game/intro/eng/e44/toons.htm
SCD1071	奇妙大百科：倒水奇謀	https://chiuinan.github.io/game/game/intro/eng/e44/enigmo.htm
SCD0817	奇幻魔法暗棋	https://chiuinan.github.io/game/game/intro/ch/c41/magicch.htm
SCD1538	奇異雪橇車大賽	https://chiuinan.github.io/game/game/intro/eng/e52/snowxs.htm
SCD0306	奇蹟動物園	https://chiuinan.github.io/game/game/intro/ch/c33/zooemp.htm
SCD2342	奇蹟餐廳1	https://chiuinan.github.io/game/game/intro/ch/c33/restemp1.htm
SCD2343	奇蹟餐廳2	https://chiuinan.github.io/game/game/intro/ch/c33/restemp2.htm
SWT255,SCD2338	奇門遁甲之九五真龍	https://chiuinan.github.io/game/game/intro/ch/c11/drag.htm
SCD0425	奔馳好手	https://chiuinan.github.io/game/game/intro/eng/e52/spb.htm
SCD2019	奧德賽：尋找尤利西斯	https://chiuinan.github.io/game/game/intro/ch/c21/odyssey.htm
SCD2316	奧斯卡	https://chiuinan.github.io/game/game/intro/eng/e52/oscar.htm
SCD2381	奧林匹亞橋賽1	https://chiuinan.github.io/game/game/intro/eng/e41/bo.htm
SCD1991	奧林匹亞橋賽2	https://chiuinan.github.io/game/game/intro/ch/c41/bo2.htm
SCD1967	奪寶奇謀	https://chiuinan.github.io/game/game/intro/ch/c21/louvre.htm
SCD1917	死亡拉力賽	https://chiuinan.github.io/game/game/intro/eng/e52/drally.htm
	死亡競賽	https://chiuinan.github.io/game/game/intro/eng/e32/nexagon.htm
	死亡賽車	https://chiuinan.github.io/game/game/intro/eng/e52/dracer.htm
SCD0819	殖民爭霸戰	https://chiuinan.github.io/game/game/intro/eng/e32/enations.htm
SCD0820	殖民計劃	https://chiuinan.github.io/game/game/intro/ch/c33/aps.htm
SCD0821	殖民計劃2	https://chiuinan.github.io/game/game/intro/ch/c33/aps2.htm
OCD0009	臥虎藏龍之青冥劍	https://chiuinan.github.io/game/game/intro/ch/c11/tiger.htm
Z109	臥龍傳	https://chiuinan.github.io/game/game/intro/ch/c32/dragon.htm
SCD0573	重裝武力	https://chiuinan.github.io/game/game/intro/eng/e51/ssam1-2.htm
SCD0572	重裝武力	https://chiuinan.github.io/game/game/intro/eng/e51/ssam1-1.htm
SCD0574	重裝武力2	https://chiuinan.github.io/game/game/intro/eng/e51/ssam2.htm
SCD0350	重返中世紀	https://chiuinan.github.io/game/game/intro/eng/e52/gmedieva.htm
SCD2453	重返狼穴3：越南視線	https://chiuinan.github.io/game/game/intro/ch/c51/losv.htm
SWZ005	重金屬美女	https://chiuinan.github.io/game/game/intro/eng/e44/blueangl.htm
SCD2396	野店	https://chiuinan.github.io/game/game/intro/ch/c22/tokimeki.htm
SCD2470	野戰精英	https://chiuinan.github.io/game/game/intro/eng/e32/sl.htm
SCD0311	野戰雄獅1	https://chiuinan.github.io/game/game/intro/ch/c51/pea.htm
SCD2145	野戰雄獅2	https://chiuinan.github.io/game/game/intro/eng/e51/pea2.htm
SCD1478	野生動物園1	https://chiuinan.github.io/game/game/intro/eng/e33/wlp.htm
SCD1479	野生動物園2	https://chiuinan.github.io/game/game/intro/eng/e33/wlp2.htm
SCD2367	野蠻世紀之恐龍戰士	https://chiuinan.github.io/game/game/intro/ch/c51/crazysh.htm
SCD0141	阿凡提尋寶歷險	https://chiuinan.github.io/game/game/intro/ch/c22/aft.htm
SCD0261	阿凡達	https://chiuinan.github.io/game/game/intro/eng/e51/avatar.htm
SCD2356	阿加雷斯特戰記1	https://chiuinan.github.io/game/game/intro/ch/c31/agarest.htm
3WG067,SCD2544	阿卡尼亞傳說1	https://chiuinan.github.io/game/game/intro/eng/e31/bod.htm
SCD2545	阿卡尼亞傳說2	https://chiuinan.github.io/game/game/intro/eng/e31/roast.htm
SCD2546	阿卡尼亞傳說3	https://chiuinan.github.io/game/game/intro/eng/e31/riva.htm
