cdg-0724	正宗台灣十六張麻將1	正宗台灣16張麻將1	1994	大宇
cdg-0725	正宗台灣十六張麻將2	正宗台灣16張麻將2|正宗台湾16张麻将2	1997	大宇
cdg-0726	正宗台灣十六張麻將3	正宗台灣16張麻將3	2003	大宇
cdg-0727	正宗四川省麻將		1994	九藝
cdg-0728	正宗明星麻將		2004	元古
cdg-0729	正宗麻將之雍正王朝		2003	智冠
cdg-0730	正式	F1方程式賽車|官方一級方程式賽車 Official Formula 1 Racing	1999	Lankhor
cdg-0731	步步驚魂	Borrowed Time|Time to Die	1985	Interplay
cdg-0732	武則天	一代女皇：武則天	1999	歡樂盒
cdg-0733	武士的選擇	Tournament of Warriors	1999	Silmarils
cdg-0734	武士道	'Bushido: The Way of the Warrior'	1983	Ebenel
cdg-0735	武士道	武士之劍|Sword of the Samurai	1989	MPS Labs
cdg-0736	武士魂之適者生存	Legend of Dragon Island	1998	Trigger
cdg-0737	武姬神傳說	姬武神傳說|Variable Geo	1993	GIGA
cdg-0738	武林奇俠傳		1993	漢堂
cdg-0739	武林盟主：決戰中原		2000	智冠
cdg-0740	武林群俠傳		2001	智冠
cdg-0741	武狀元黃飛鴻		1993	智冠
cdg-0742	武田信玄1	Takeda	2001	Magitech
cdg-0743	武田信玄2	Takeda 2	2005	Magitech
cdg-0744	武田信玄3	Takeda 3	2009	Magitech
cdg-0745	玉蒲團之浪史奇觀		1997	天堂鳥
cdg-0746	立體俄羅斯方塊	Block Out	1989	P.Z.Karen
cdg-0747	立體俄羅斯方塊 3-	D Pitfall	1995	J. Shramko
cdg-0748	立體彈珠台1	Full Tilt! Pinball	1995	Cinematronics
cdg-0749	立體彈珠台2	Full Tilt! 2 Pinball	1996	Maxis
cdg-0750	立體彈珠台：太空軍校生 3	'D Pinball: Space Cadet'	2001	Microsoft
cdg-0751	立體狂飆	Slipstream 5000	1995	Refinery
cdg-0752	立體花式撞球	Sharkey's 3D Pool	1989	Aardvark
cdg-0753	立體西洋棋5	Sargon 5 - World Class Chess	1991	Activision
cdg-0754	立體賽車	Pitstop 2	1984	Synergistic
cdg-0755	童話大進擊		1995	光復
cdg-0756	地下創世紀－冥河深淵	'Ultima Underworld: The Stygian Abyss'	1991	Origin
cdg-0757	地下創世紀2次元之旅	'Ultima Underworld 2: Labyrinth of Worlds'	1992	Origin
cdg-0758	地下城主1	Dungeon Master	1992	FTL
cdg-0759	地下城主2	'Dungeon Master 2: The Legend Of Skullkeep'	1993	FTL
cdg-0760	地城守護者1	地下城守護者1|Dungeon Keeper	1997	Bullfrog
cdg-0761	地城守護者2	地下城守護者2|Dungeon Keeper 2	1999	Bullfrog
cdg-0762	地城英雄誌	星之宿命|Arx Fatalis	2002	Arkane
cdg-0763	地城領主	龍與地下城：地下城主|Dungeon Lords	2005	Heuristic Park
cdg-0764	地心攔截	中土世界之戰|J.R.R. Tolkien's War in Middle Earth	1988	Synergistic
cdg-0765	地獄也瘋狂		1997	天堂鳥
cdg-0766	地獄怪客：夜之犬	'Hellboy: Dogs of the Night'	2000	Cryo
cdg-0767	地獄門	Gate of Hell	1999	智冠
cdg-0768	地面控制1	Ground Control	2000	Massive
cdg-0769	地面控制2：大撤退	脫逃計畫|撤離行動|'Ground Control 2: Operation Exodus'	2004	Massive
cdg-0770	坎貝拉越野賽車1	凱陪拉四驅動公路冒險賽1|Cabela's 4X4 Offroad Adventure	2001	Fun Labs
cdg-0771	坎貝拉越野賽車2	凱陪拉四驅動公路冒險賽2|Cabela's 4X4 Offroad Adventure 2	2001	Fun Labs
cdg-0772	坎貝拉越野賽車3	凱陪拉四驅動公路冒險賽3|Cabela's 4X4 Offroad Adventure 3	2003	Fun Labs
cdg-0773	坦克大決戰	Battle Europe	1993	光譜
cdg-0774	坦克大決戰：橘子保衛戰		2000	遊戲橘子
cdg-0775	坦克殺手	Killer Tank	2000	ElectroTech
cdg-0776	城堡幻想曲2外傳：阿里哈特戰記		2005	Studio e.go
cdg-0777	城堡幻想曲2聖魔大戰		1998	Studio e.go
cdg-0778	城堡幻想曲3艾倫希亞戰記		2000	Studio e.go
cdg-0779	城市大賽車	維特自由賽車|Vette!	1989	Sphere
cdg-0780	城市百分百	Urban Design	2000	永世泰
cdg-0781	基因戰士	UberSoldier	2006	Burut
cdg-0782	基礎日語火速上口		1999	甦活光碟
cdg-0783	報數！三國演義		2002	尼奧
cdg-0784	塔克拉瑪干：敦煌傳奇	'Karma: Curse of the 12 Caves'	1995	昱泉
cdg-0785	塔羅牌占卜		1996	頂尖拍檔
cdg-0786	塞派拉之核	'Septerra Core: Legacy of the Creator'	1999	Valkyrie
cdg-0787	墮落天使	The Fallen Angel	2000	奧汀
cdg-0788	壘球大聯盟	Sammy Sosa Softball Slam	2000	3DO
cdg-0789	宇宙戰爭：地球突襲戰	'Universe at War: Earth Assault'	2007	Petroglyph
cdg-0790	宇宙特警隊	鳳凰：深空復活|'Phoenix: Deep Space Resurrection'	1999	Team17
cdg-0791	宇宙神風號	'Silpheed : Super Dogfighter'	1988	Sierra
cdg-0792	宇宙荒舟	太空浩克|太空巨人|Space Hulk	1993	Electronic Arts
cdg-0793	宇宙荒舟2：聖血天使的復仇	'Space Hulk: Vengeance of the Blood Angels'	1996	3DO
cdg-0794	宇宙飛行大賽車	'Wraiths: Extreme A-Grav Racing'	2001	Wave Front
cdg-0795	守護者之劍1	'Guardian''s Sword: Alpha Era'	1998	TGL
cdg-0796	守護者之劍2：伊格麗亞之章	'Guardian''s Sword 2: Egria'	2000	TGL
cdg-0797	守護者之劍外傳：無盡的宿命		1999	TGL
cdg-0798	安安進城記：123動物園	安安進城記：數學樂園	1997	華友
cdg-0799	安安進城記：123數學城	'Andy Goes To Town: 123 Math Paradise'	1998	華友
cdg-0800	安琪莉可女王之路		1994	KOEI
cdg-0801	完全失真	Total Distortion	1995	Warp
cdg-0802	完美撞球檯	Perfect Pool	2000	Megaware
cdg-0803	官能教習	官能习教	1998	Tetratech
cdg-0804	室內狂飆	'Room Zoom: Race for Impact'	2004	Dark Energy
cdg-0805	富爾特聰明幼教：小小音樂家	My Little Composer	1999	Datt Japan
cdg-0806	富甲天下1：三國篇	富甲天下|富甲天下三国篇	1994	光譜
cdg-0807	富甲天下2		1998	光譜
cdg-0808	富甲天下3		2002	光譜
cdg-0809	富甲天下4		2004	光譜
cdg-0810	富甲天下5		2008	光譜
cdg-0811	富貴列車：亞摩斯紀事		1996	富優
cdg-0812	寒武爭戰		1997	森雅
cdg-0813	實驗賽車	另類狂飆|X-Car Experimental Racing	1997	MediaTech
cdg-0814	寫真麻將館		2001	冠捷
cdg-0815	寵物賽車	Pet Racer	2003	Techland
cdg-0816	寵物趴趴	GO	2005	靚盒子
cdg-0817	成人方塊	Sexy Blockbuster	2004	極真科技
cdg-0818	成吉思汗		1996	金盤
cdg-0819	成吉思汗：大漠英雄傳		2001	詮積
cdg-0820	百劍	百劍奇兵|Hundred Swords	2001	Smilebit
cdg-0821	百合二重奏	Solfege	2009	工畫堂
cdg-0822	百慕達	Bermuda Syndrome	1995	Century
cdg-0823	百戰天蟲：世界大戰	世界派對|Worms World Party	2001	Team 17
cdg-0824	百戰天蟲：射波	大爆炸|Worms Blast	2002	Team 17
cdg-0825	百戰天蟲：蟲堡大作戰	堡壘之戰|'Worms Forts: Under Siege'	2004	Team 17
cdg-0826	百戰天蟲：蟲蟲危機	末日浩劫|世界末日|Worms Armageddon	1999	Team 17
cdg-0827	百戰天蟲1	Worms|百战天虫|百战天虫光碟版	1995	Team 17
cdg-0828	百戰天蟲2	Worms 2	1997	Team 17
cdg-0829	百戰天蟲3	D Worms 3D	2003	Team 17
cdg-0830	百戰天蟲4：傷害	混亂|'Worms 4: Mayhem'	2005	Team 17
cdg-0831	百戰天蟲彈珠台	Worms Pinball	1998	Team 17
cdg-0832	百戰百勝電玩篇	Future Classics Collection	1990	Echidna
cdg-0833	百戰迷宮	殺戮地下城|Dungeon Hack	1993	DreamForge
cdg-0834	百戰鐵翼／	'LHX戰鬥直昇機 LHX: Attack Chopper'	1990	EA
cdg-0835	百花物語：鏡花緣		2002	聯志
cdg-0836	百萬大富翁		2001	尼奧科技
cdg-0837	百鬼夜宴		2001	飛玩
cdg-0838	自然科學小百科		1996	福茂
cdg-0839	自由式花樣自行車賽	Dave Mirra Freestyle BMX	2000	Z-Axis
cdg-0840	自由自行車大賽	Freestyle BMX|Freestyle BMX Featuring Brian Foster & Joey Garcia	2000	Silverfish
cdg-0841	自由與榮耀	Honor and Freedom	1999	洪恩軟件
cdg-0842	自由與榮耀2	Honor and Freedom 2	2001	洪恩軟件
cdg-0843	自由計畫	Project Freedom|Space Interceptor	2004	City
cdg-0844	自行車隊經理	Cycling Manager	2001	Cyanide
cdg-0845	至尊江湖	新至尊江湖|新蒼龍江湖之武林至尊	2014	Starshine
cdg-0846	至尊麻將		1997	帕米爾
cdg-0847	至尊麻將2：麻將鐵公雞		1999	帕米爾
cdg-0848	至尊麻將3：麻將高峰會		2001	帕米爾
cdg-0849	致命武力	Thunder Force	2001	漢堂
cdg-0850	致命武力2重生	'Thunder Force 2: Rebirth'	2002	漢堂
cdg-0851	致命毒藥：六人魔女	'Poison: 6 Nin no Majo'	1995	Trush
cdg-0852	致命車賽	致命賽車|Fatal Racing|Whiplash	1995	Gremlin
cdg-0853	致命連鎖	Chain & Combo	1999	亞克米
cdg-0854	臺語尋寶王		2011	真平企業
cdg-0855	舊金山警車大賽	三藩市警車大賽|'Cisco Heat: All American Police Car Race'	1991	Jaleco
cdg-0856	舞光十射	Crazy Dancing	2000	鈊象
cdg-0857	航海大時代：海盜王	'Tortuga: Pirates of the New World'	2003	Ascaron
cdg-0858	航空大亨	Air Bucks	1992	Impressions
cdg-0859	航空大亨1	Airline Tycoon	1998	Spellbound
cdg-0860	航空大亨2	Airline Tycoon 2	2011	Spellbound
cdg-0861	航空霸業2	航空產業2|Airmane 2|Aerobiz Supersonic	1995	KOEI
cdg-0862	般若魔界		1998	昱泉
cdg-0863	般若魔界2：帝都魔域傳		1999	昱泉
cdg-0864	艦隊指揮官	珍氏艦隊指揮官|簡氏艦隊指揮官|Jane's Fleet Command|'Jane''s Combact Simulations: Fleet Command'	1999	Sonalysts
cdg-0865	艷鬼大富翁	猛鬼大富翁|猛鬼怪譚	2003	伊思儷
cdg-0866	血獅	Blood Lion	1997	北京尚洋信息
cdg-0867	血祭1	Blood|血祭	1997	Monolith
cdg-0868	血祭2：天選者	'Blood 2: The Chosen'	1998	Monolith
cdg-0869	街機撞球	Arcade Pool	1994	Team17
cdg-0870	街頭小撬車大賽	Jugular Street Luge Racing	1999	nFusion
cdg-0871	街頭小霸王	RanX	1990	Ubisoft
cdg-0872	街頭拼裝賽車	廟街鐵律|Street Legal	2002	Invictus
cdg-0873	街頭鬥士	Street Fighting Man	1989	Sculptured
cdg-0874	衝鋒飛車	Death Track	1989	Dynamix
cdg-0875	衝鋒飛車手	Andretti Racing	1997	High Score,Stormfront
cdg-0876	袋鼠小天王1	袋鼠闖天關1|袋鼠雷曼|Kao the Kangaroo	2000	Tate
cdg-0877	袋鼠小天王2	百戰小袋鼠2|袋鼠闖天關2|'Kao the Kangaroo: Round 2'|'Kao: Mystery of the Volcano'	2003	Tate
cdg-0878	被遺忘的國度：魔之石	龍與地下城：惡魔之石|'Forgotten Realms: Demon Stone'	2004	Stormfront
cdg-0879	裝甲元帥1	裝甲指揮官|裝甲師團|Panzer General|装甲元帅	1994	SSI
cdg-0880	裝甲元帥2	裝甲雄獅2|裝甲戰士|Panzer General 2	1997	SSI
cdg-0881	裝甲元帥3：焦土作戰	蘇德戰爭|'Panzer General 3: Scorched Earth'	2000	SSI
cdg-0882	裝甲元帥3	D：突擊 Panzer General 3D Assault	1999	SSI
cdg-0883	裝甲動員令：無畏戰車	Recoil	1999	Zipper
cdg-0884	裝甲精英	鋼鐵精英：坦克狙擊手|Panzer Elite	1999	Wings
cdg-0885	裝甲雄師1	裝甲雄獅|M1 Tank Platoon	1989	MPS Labs
cdg-0886	裝甲雄師2	M1 Tank Platoon 2	1998	MicroProse
cdg-0887	裝甲騎兵1	突襲1|Sudden Strike	2000	Fireglow
cdg-0888	裝甲騎兵2	突襲2|Sudden Strike 2	2002	Fireglow
cdg-0889	裝甲騎兵團	Panzer Strife	1999	英傑企業
cdg-0890	西楚霸王：項羽	西楚霸王	1996	熊貓
cdg-0891	西洋封神榜	GODS	1992	Bitmap Brothers
cdg-0892	西洋棋高手8	Fritz 8	2003	Chessbase
cdg-0893	西遊記	West Adventure	1994	熊貓
cdg-0894	西遊記：孫悟空	vs牛魔王	1996	新資訊科技
cdg-0895	西遊記：異世界大冒險		2000	三協資訊
cdg-0896	西遊記：齊天大聖篇		1995	雷神資訊
cdg-0897	西遊記外傳		1993	天堂鳥
cdg-0898	西風狂詩曲	'The War of Genesis Side Story 1: Rhapsody of Zephyr'	1998	Softmax
cdg-0899	西風狂詩曲2暴風雨	'The War of Genesis Side Story 2: Tempest'	2000	Softmax
cdg-0900	見習天使1		2006	KID
cdg-0901	見習天使3：黑白色	黑白天使	2009	KID
cdg-0902	解放軍之怒	People's General	1999	SSI
cdg-0903	古劍奇譚1：琴心劍魄今何在		2010	上海燭龍
cdg-0904	古堡探險	Grackon's Curse	1995	育腦發展
cdg-0905	古墓奇兵	古墓麗影|Tomb Raider	2013	Crystal Dynamics
cdg-0906	古墓奇兵1	古墓麗影1|Tomb Raider	1996	Core Design
cdg-0907	古墓奇兵2：西安匕首	古墓麗影2|Tomb Raider 2	1997	Core Design
cdg-0908	古墓奇兵3：蘿拉的冒險	古墓麗影3：勞拉的冒險|'Tomb Raider 3: Adventures of Lara Croft'	1998	Core Design
cdg-0909	古墓奇兵4：末世啟示錄	古墓麗影4：最後的啟示|'Tomb Raider: The Last Revelation'	1999	Core Design
cdg-0910	古墓奇兵5：年代紀（回憶錄）	古墓麗影5：歷代記|'Tomb Raider: Chronicles and Lara Croft'	2000	Core Design
cdg-0911	古墓奇兵6：暗黑天使	古墓麗影6：黑暗天使|'Tomb Raider: The Angel of Darkness'	2003	Core Design
cdg-0912	古墓奇兵7：不死傳奇	古墓麗影7：傳奇|'Tomb Raider: Legend'	2006	Crystal Dynamics
cdg-0913	古墓奇兵8：重返禁地	古墓麗影8：十周年紀念版|'Tomb Raider: Anniversary'	2007	Crystal Dynamics
cdg-0914	古大陸物語：魔城戮戰 - 四個封印	古大陸物語1+2復刻版|'Farland Story: The Four Seals'	1998	TGL
cdg-0915	古大陸物語1	'Farland Story: Tales of a Fawaway Kingdom'|古大陆物语	1995	TGL
cdg-0916	古大陸物語2：雅克王的遠征	'Farland Story: King Ark''s Expedition'|古大陆物语2|古大陆物语2 雅克王的遠征	1996	TGL
cdg-0917	古大陸物語4：銀翼傳承	白銀之翼|'Farland Story: Silver Wings'|古大陆物语4	1997	TGL
cdg-0918	古大陸物語5：毀滅天境	大地之絆|'Farland Story: Bonds of Earth'	1998	TGL
cdg-0919	古大陸物語8：勇者鬥狂神	狂神之都|'Farland Story: Capital of Madness'	1997	TGL
cdg-0920	古奇格蘭迪的十項全能賽	Gooch Grundy's X-Decathlon	1997	Microforum
cdg-0921	古文明時代	Legion	2002	Strategy First
cdg-0922	古文明霸王傳	Lords Of Ancient Kingdom	1998	宇峻
cdg-0923	古神之印	古神的封印|古神之封印|遠古的火焰|火焰鋼甲兵|Elder Blaze	1999	Nihon Create
cdg-0924	古董名車賽1	Street Rod	1989	P.Z.Karen
cdg-0925	古董名車賽2	Street Rod 2	1991	P.Z.Karen
cdg-0926	古靈精怪	The Gift	2001	Eko
cdg-0927	另一個世界	異世界|Another World|Outer World|Out of this World	1992	Delphine
cdg-0928	叮噹五福星		2003	亞博克
cdg-0929	可樂米物語	咕嚕小天使|'Gurumin: A Monstrous Adventure'	2006	Falcom
cdg-0930	台北咖啡通／	Taipei咖啡通	2001	美夢成真
cdg-0931	台北夢幻幾何		1992	花與蝴蝶
cdg-0932	台北愛情故事		1996	頂尖拍檔
cdg-0933	台海防衛戰		1992	精訊
cdg-0934	台灣十六張麻將單機版		2002	互網國際
cdg-0935	台灣辣妹16張麻將		2003	帥呆了
cdg-0936	台灣鐵道王：環島大作戰	Tailway King of Taiwan	2007	布雷格
cdg-0937	台灣麻將全民開打		2006	新造科技
cdg-0938	史卡尼：太空迷航	'Skunny: Lost in Space'	1993	Copysoft
cdg-0939	史卡尼：拯救披薩	'Skunny: Save Our Pizzas'	1993	Copysoft
cdg-0940	史卡尼：沙漠突擊	Skunny's Desert Raid	1993	Copysoft
cdg-0941	史卡尼：荒野西部	'Skunny: In The Wild West'	1993	Copysoft
cdg-0942	史卡尼：重返森林	'Skunny: Back to the Forest'	1993	Copysoft
cdg-0943	史卡尼卡丁車	臭鼬賽車|Skunny Kart	1993	Copysoft
cdg-0944	史艷文－寶島囡仔王：台語‧鄉土通2		2000	昱泉
cdg-0945	吃豆人	CHAMP Pac-em	1997	CHAMProgramming
cdg-0946	吃豆人世界2	食鬼新世界2|Pac-Man World 2	2002	Namco
cdg-0947	吃豆人世界3	食鬼新世界3|Pac-Man World 3	2005	Blitz
cdg-0948	吃豆人世界拉力賽	吃豆人拉力賽|Pac-Man World Rally|Pac-Man Rally	2006	Smart Bomb
cdg-0949	吃豆人女士：探索黃金迷宮	'Ms. Pac-Man: Quest for the Golden Maze'	2001	Infograms
cdg-0950	吃豆夫人	吃豆子小姐|吃豆人女士|CHAMP Ms. Pac-em	1997	CHAMProgramming
cdg-0951	同級生1	Dokyusei	2021	Elf,Fanza
cdg-0952	同級生2	Nanpa 2	1995	Elf
cdg-0953	名流高爾夫	高爾夫訓練|'Links: The Challenge of Golf'	1990	Access
cdg-0954	名流高爾夫386	高爾夫訓練386|Links 386 Pro|Links Pro	1992	Access
cdg-0955	名流高爾夫1997	Links LS|Links LS 1997	1996	Access
cdg-0956	名流高爾夫1998	Links LS 1998	1997	Access
cdg-0957	名流高爾夫1999	Links LS 1999	1998	Access
cdg-0958	名流高爾夫2000	Links LS 2000	1999	Microsoft
cdg-0959	名流高爾夫2001	Links 2001	2000	Microsoft
cdg-0960	名流高爾夫2003	Links 2003	2002	Microsoft
cdg-0961	名車勒芒24小時耐力賽	'Test Drive: Le Mans'|Le Mans 24 Hours	1999	Infogrames
cdg-0962	名車大賽1	試驗駕駛1|瘋狂大車拼1|Test Drive	1987	DS
cdg-0963	名車大賽2	試驗駕駛2|瘋狂大車拼2|'Test Drive 2: The Duel'	1989	DS
cdg-0964	名車大賽3	試驗駕駛3|瘋狂大車拼3|'Test Drive 3: The Passion'	1990	Accolade
cdg-0965	名車大賽4	試驗駕駛4|瘋狂大車拼4|Test Drive 4	1997	Pitbull Syndicate
cdg-0966	名車大賽5	試驗駕駛5|瘋狂大車拼5|Test Drive 5	1998	Pitbull Syndicate
cdg-0967	名車大賽6	試驗駕駛6|瘋狂大車拼6|房車大賽6|Test Drive 6	1999	Pitbull Syndicate
cdg-0968	名車大賽	超速駕駛：速度兄弟會|Test Drive|'TD Overdrive: The Brotherhood of Speed'	2002	Pitbull Syndicate
cdg-0969	名車拉力賽	拉力賽車|越野高手|'Michelin Rally Masters: Race of Champions'|Rally Masters|Test Drive Rally	2000	Digital Illusions
cdg-0970	名車越野大賽1	Test Drive Off-Road	1997	Elite Systems
cdg-0971	名車越野大賽2	Test Drive Off-Road 2|Test Drive 4X4	1998	Pitbull Syndicate
cdg-0972	名車越野大賽3	Test Drive Off-Road 3|Test Drive 4X4 World Trophy	1999	Infogrames
cdg-0973	向左碰向右糊		2007	靚盒子
cdg-0974	君臨天下：雍正王朝	雍正王朝之君臨天下	1999	超幻媒體實驗室
cdg-0975	吞噬者	Alien Slayer	1998	Digital Impact
cdg-0976	吞豆人	Gobman	1992	Filipe Mateus
cdg-0977	吞食天地1三國外傳	吞食天地 三国外传|吞食天地-三国外传|吞食天地1	1991	智冠
cdg-0978	吞食天地2		1993	智冠
cdg-0979	吞食天地3		1997	智冠
cdg-0980	吞食天地4楚漢的光輝	吞食天地4|吞食天地4 楚汉光辉|吞食天地4 楚汉光辉 简|吞食天地4 楚汉光辉 繁	1999	智冠
cdg-0981	吸血迷情	Vampire Hurts	2002	Exe Create
cdg-0982	吸血鬼德古拉1：魔體復活	吸血鬼德古拉之魔體復活|'Dracula: Resurrection'	1999	Index+
cdg-0983	吸血鬼德古拉2：最後秘密	最終聖壇|最終聖殿|'Dracula 2: The Last Sanctuary'	2000	Wanadoo
cdg-0984	吸血鬼德古拉：起源	'Dracula: Origin'	2008	Frogwares
cdg-0985	呂布與貂蟬		2003	新瑞獅
cdg-0986	命運麻將	MahJongg Fortuna Deluxe	2006	Zylom
cdg-0987	和平使者	'Peacemaker: Protect, Search & Destroy'	1999	Jinxter
cdg-0988	咕嚕一族	Gruntz	1999	Monolith
cdg-0989	哆啦	A夢與大雄的城市大冒險|小叮噹與大雄的街道探險	2001	SEGA
cdg-0990	哇靠轟炸雞	Chicken Shoot	2001	Zuxxez
cdg-0991	哈利波特1：神秘的魔法石	哈利波特與魔法石|Harry Potter and the Philosopher's Stone	2001	KnowWonder
cdg-0992	哈利波特2：消失的密室	哈利波特與密室|Harry Potter and the Chamber of Secrets	2002	EA
cdg-0993	哈利波特3：阿茲卡班的逃犯	哈利波特與阿茲卡班的囚徒|Harry Potter and the Prisoner of Azkaban	2004	EA
cdg-0994	哈利波特4：火盃的考驗	哈利波特與火焰杯|Harry Potter and the Goblet of Fire	2005	EA
cdg-0995	哈利波特5：鳳凰會的密令	哈利波特與鳳凰社|Harry Potter and the Order of the Phoenix	2007	EA
cdg-0996	哈利波特：魁地奇世界盃	'Harry Potter: Quidditch World Cup'	2003	EA
cdg-0997	哈姆太郎 星夜遊		2002	卉谷
cdg-0998	哈姆太郎 星空奇緣		2002	卉谷
cdg-0999	哈拉麻將王		2001	向量科技
cdg-1000	哈雷戴維森：穿越美國	哈理大衛絲橫走美洲|Harley Davidson： Race Across America	1999	Canopy,G2M
cdg-1001	哈雷戴維森：自由之輪	'Harley Davidson: Wheels of Freedom'	2000	Canopy,G2M
cdg-1002	哥薩克：征服與榮耀	'Cossacks: European Wars'	2002	GSC
cdg-1003	啄木鳥賽車	Woody Woodpecker Racing	2000	Syrox
cdg-1004	商場大亨1	商業街大亨1|摩登百貨王|Mall Tycoon	2002	Holistic
cdg-1005	商場大亨2	商業街大亨2|商業大亨2|Mall Tycoon 2	2003	VP
cdg-1006	商場大亨3	商業街大亨3|模擬商場2007|Mall Tycoon 3	2005	Cat Daddy
cdg-1007	商業大亨1	商界大亨1|企業大亨1|Big Biz Tycoon!	2002	Animedia
cdg-1008	商業大亨2	商界大亨2|企業大亨2|Big Biz Tycoon 2	2003	4HEAD
cdg-1009	問答也瘋狂1		2001	娛動工場
cdg-1010	問答也瘋狂2		2001	娛動工場
cdg-1011	問答也瘋狂3：2002冠軍之路		2002	娛動工場
cdg-1012	善與惡1	黑與白1|Black & White	2001	Lionhead
cdg-1013	善與惡2	黑與白2|Black & White 2	2005	Lionhead
cdg-1014	喋血珍珠港	空襲：這不是演習|'Air Raid: This is Not a Drill'	2003	Made By KIDDIES
cdg-1015	喋血街頭1	奪命郵差1|Postal	1997	Running With Scissors
cdg-1016	喋血街頭2	奪命郵差2|Postal 2	2012	Running With Scissors
cdg-1017	喬治克隆尼之惡夜追殺令	From Dusk till Dawn	2001	GameSquad
cdg-1018	單字通：單字大補帖	Word Power Made Fun	1997	岡業
cdg-1019	喵喵貓卡拉	OK Children's Songbook	1998	豐騰
cdg-1020	嘿咻魔法娘		2004	伊思儷
cdg-1021	噗噗闖通關		1995	第三波
cdg-1022	四大名捕		2003	第三波
cdg-1023	四大名捕之會京師		2005	第三波
cdg-1024	四大名捕之鐵手無敵		2004	第三波
cdg-1025	四子棋終結者		2021	青衫
cdg-1026	四季花神系列：了然歷險記		1997	福茂
cdg-1027	四川省 樂園少女譚	極上美女四川省	1997	SunSoft
cdg-1028	四川省		1990	智冠
cdg-1029	四川省2	四川省II	1992	智冠
cdg-1030	四川省2000		1998	光譜
cdg-1031	四川省3000		2002	光譜
cdg-1032	四川省3天府之國	四川省3	1993	第三波
cdg-1033	四川省世界巡迴賽	Lin Wu's Challenge	1990	Lasersoft
cdg-1034	四川麻將		1992	尋夢園
cdg-1035	四川麻將帝國	Mahjongg Empire	2001	eGames
cdg-1036	四海兄弟	黑手黨：失落天堂|失落的天堂|'Mafia: The City Of Lost Heaven'	2003	Illusion Softworks
cdg-1037	四玲瓏		1992	尋夢園
cdg-1038	四連環	Pusher	2002	Jowood
cdg-1039	四驅車大賽1	Rollcage	1999	ATD
cdg-1040	四驅車大賽2	Rollcage Stage 2|Death Track Racing	2000	ATD
cdg-1041	回到大魔域	'The Neverending Story 2: The Arcade Game'	1990	Linel
cdg-1042	回聲：失落秘洞之謎	'Echo: Secrets of the Lost Cavern'	2005	Kheops
cdg-1043	國王密使1	King's Quest	1986	Sierra
cdg-1044	國王密使2：皇家羅曼史	'King''s Quest 2: Romancing the Throne'	1987	Sierra
cdg-1045	國王密使3：魔法生死門	'King''s Quest 3: To Heir Is Human'	1986	Sierra
cdg-1046	國王密使4：蘿塞拉的冒險	羅塞拉的冒險|'King''s Quest 4: The Perils of Rosella'	1988	Sierra
cdg-1047	國王密使5：失城記	'King''s Quest 5: Absence Makes The Heart Go Yonder'	1990	Sierra
cdg-1048	國王密使6：希望之旅	'King''s Quest 6: Heir Today, Gone Tomorrow'	1992	Sierra
cdg-1049	國王密使7：沒有王子的新娘	'King''s Quest 7: The Princeless Bride'	1994	Sierra
cdg-1050	國王密使8：永恆面具	永恆的面具|'King''s Quest 8: Mask of Eternity'	1998	Sierra
cdg-1051	國王的恩賜	King's Bounty	1990	New World Computer
cdg-1052	國產凌凌漆	From China With Love	1996	不明
cdg-1053	國語國民小學一年級第一冊		1997	新光纖
cdg-1054	國際兒童話		1993	草莓軟體
cdg-1055	國際大獎賽98	Grand Prix Racing 98	1998	Midas
cdg-1056	國際象棋2003	Chess 2003	2003	Techland
cdg-1057	國際超級車賽	Super Cars International	1996	Magnetic Fields
cdg-1058	國際高賞金汽車錦標賽	Grand Prix Evolution|'Nelson Piquet''s Grand Prix: Evolution'	2000	N-Side
cdg-1059	圍棋傳說		2001	晟業
cdg-1060	圍棋名局欣賞		1996	南軟
cdg-1061	圍棋基礎訓練與段位測試	俞斌考題：詰棋、定石、佈局	1997	九所
cdg-1062	圍棋大戰	The Many Faces of GO	1991	Ishi Press
cdg-1063	圍棋習遊記	圍棋西遊記	2002	晟業
cdg-1064	圍棋習遊記：初學篇		2003	晟業
cdg-1065	圓桌武士：紅龍騎士傳說	圓桌武士第一章：神劍源起|'Arthur''s Knights: Tales of Chivalry'|'Arthur''s Knights Chapter 1: Origin of Excalibur'	2001	Cryo
cdg-1066	圓桌武士1	神劍之魂|Spirit of Excalibur	1990	Synergistic
cdg-1067	圓桌武士2	神劍復仇|Vengeance of Excalibur	1991	Synergistic
cdg-1068	女傑		1999	Honorock
cdg-1069	女優火車頭		2002	伊世紀
cdg-1070	女媧補天：全家福篇		1994	第三波
cdg-1071	女生宿舍		2005	伊思儷
cdg-1072	女神天蠶變		2002	三協
cdg-1073	女神守護者		2001	美夢成真
cdg-1074	女神轉生：無盡的大地	'GODS: Lands of Infinity'	2006	Cypron
cdg-1075	好奇喬治	'ABC Curious George: ABC Adventure'	1997	Vipah Interactive
cdg-1076	好神旺旺來	Godspeed Monopoly	2008	紫晶數位
cdg-1077	如來神掌之宇宙爭雄		2003	智冠
cdg-1078	如來金剛拳傳奇		1992	智冠
cdg-1079	妖塔2189		1996	Greap
cdg-1080	妖姬跳跳棋		2002	伊世紀
