id	title	year	developer	region	publisher_tw	signals
cdg-2220	超級賽車	1995	Tom Fresen	null		
cdg-2221	超級超越競速	1990	SEGA	JP		
cdg-2222	超級越野賽車	1994	InSide Team	null		
cdg-2223	超級越野賽車1	1993	Magnetic Fields / Pixelkraft	null		
cdg-2224	超級越野賽車2	1996	Magnetic Fields / Pixelkraft	null		
cdg-2226	超級運動員2	1998	Presage	null	第三波	
cdg-2227	超級遙控名車賽	2002	BumbleBeast	null		
cdg-2234	超速駕駛	1995	Psionic	null		
cdg-2236	越野摩托大獎賽	1999	Dawn	null		
cdg-2237	越野摩托王	2002	Dawn	null		
cdg-2238	越野摩托賽事	2000	Criterion	null		
cdg-2239	越野滑雪賽車2000	1999	Second South	null	第三波	
cdg-2245	越野車拉力賽	2000	ATV IAEG	null		
cdg-2246	越野鄉巴佬賽車	2001	Rage	null		
cdg-2247	趣味四川麻將	2000	奈德	null		
cdg-2249	足球小子	1993	Krisalis	null	松崗	
cdg-2250	足球總動員2000	1999	Iridon	null	宇盛	
cdg-2251	跳棋	1983	Rick Borgen	null		
cdg-2252	跳棋小精靈	2000	智冠	TW		
cdg-2254	踩地雷	1993	Jouni Miettunen	null		
cdg-2255	踩地雷	1995	Microsoft	null		
cdg-2256	黃金傳奇	1997	Cryo	FR	第三波	
cdg-2257	黃金印象	2000	index+	null	松崗	
cdg-2258	黃金島	1998	Jamie	null	富峰群	
cdg-2262	黎明之砧	1995	DreamForge	null	智冠	
cdg-2267	黑旋風	1993	Gremlin	null	智冠	
cdg-2270	黑暗之蠱2	1996	Cyberdreams	null	松崗	
cdg-2272	黑暗帝國1	1997	Auran	null	億弘	
cdg-2273	黑暗帝國2	2000	Pandemic	null		
cdg-2275	黑暗王座2天命守護者	1997	Westwood	US	第三波	
cdg-2276	黑暗王座3	1999	Westwood	US		
cdg-2279	黑石	1997	Victor Barykin	null		
cdg-2292	教育實習：女子校生慾望之激狂	1999	Tetratech	null	歡樂盒	
cdg-2295	敵對水域	2001	Rage	null		
cdg-2297	數字王國歷險記	1999	鉅盛	null	正謙	
cdg-2298	數字翹家記	1998	鉅盛	null	正謙	
cdg-2305	文明帝國3	2001	Firaxis	null		
cdg-2310	文明帝國：權傾天下2	2001	Activision	US	第三波	
cdg-2321	新俄羅斯方塊	1999	Blue Planet	null	業訊	
cdg-2325	新同居時代	1999	SoftAction	null	怡碩	
cdg-2329	新官能教習1	2001	伊思儷	TW		
cdg-2330	新官能教習2：女奴俱樂部	2002	伊思儷	TW		
cdg-2335	新接龍	1995	Microsoft	null		
cdg-2336	新毀滅巫師	1995	Raven	null		
cdg-2337	新毀滅巫師2	1997	Raven	null		
cdg-2344	新立體桌球 3	2000	CoinMan	null		
cdg-2353	英雄任務	1991	Gremlin	null		
cdg-2355	新英雄傳說3：白髮魔女	1999	Falcom	JP	協和	
cdg-2356	新英雄傳說4：朱紅之淚	2000	Falcom	JP	新天地	
cdg-2363	新阿貓阿狗	1999	KnowWare	null		
cdg-2365	方塊	1991	Armenica	null	智冠	
cdg-2373	旭日東昇1	1997	Cyclone	null		
cdg-2374	旭日東昇2	1998	Cyclone	null		
cdg-2377	昇剛：機器人大戰	1998	Monolith	null		
cdg-2399	星座	2001	主安科技	null		
cdg-2402	星海梟雄1	1997	Particle	null	英特衛	
cdg-2406	星海風暴	1999	JoyMax	null		
cdg-2407	星際反抗軍之資源爭奪戰	1997	Logic Factory	null	第三波	
cdg-2409	星際大戰西洋棋	1993	Software Toolworks	null		
cdg-2411	星際大戰：俠盜中隊	1998	Factor 5	null	松崗	
cdg-2412	星際大戰：鈦戰機	1994	Totally Games	null	松崗	
cdg-2413	星際大爭霸	1999	Taito	null	普威爾	
cdg-2415	星際彈珠台	1996	Volume 11	null		
cdg-2416	星際爭霸彈子台	1998	Sales Curve	null		
cdg-2418	星際爭霸戰：Klingon	1996	Simon & Schuster	null		
cdg-2419	星際爭霸戰：Borg	1996	Simon & Schuster	null		
cdg-2420	星際爭霸戰：New Worlds	2000	14 Degrees East	null		
cdg-2422	星際爭霸戰：Starfleet Command	1999	14 Degrees East	null		
cdg-2423	星際爭霸戰：Starfleet Command 2 - Empires at War	2000	Taldren	null		
cdg-2425	星際爭霸戰：Starship Creator	1998	Imergy	null		
cdg-2426	星際爭霸戰：Starship Creator Warp 2	2000	Imergy	null		
cdg-2430	星際爭霸戰：Armada	2000	Mad Doc	null		
cdg-2431	星際爭霸戰：Armada 2	2001	Mad Doc	null		
cdg-2432	星際爭霸戰：遊戲秀	1998	Sound Source	null		
cdg-2433	星際爭霸戰：Away Team	2001	Reflexive	null		
cdg-2435	星際爭霸戰：Hidden Evil	1999	Presto	null		
cdg-2436	星際爭霸戰：Klingon Academy	2000	14 Degrees East	null		
cdg-2438	星際爭霸戰5：The Final Frontier	1989	Level Systems	null		
cdg-2439	星際神鷹	1997	High Voltage Software	null		
cdg-2443	時空小精靈	1995	Atreid Concept	null		
cdg-2446	時空戰士（Möbius Link REAL）	2000	I.MAGIC	null	協和	
cdg-2451	時鐘塔	1997	Human	null		
cdg-2452	時間機器	2001	Cryo	FR	英特衛	
cdg-2453	智商180	1990	第三波	TW		
cdg-2454	智高推推樂	1998	鉅盛	null		
cdg-2455	暗棋	1988	第三波	TW		
cdg-2456	暗棋三國志	1997	力藝	null		
cdg-2457	暗棋大師	1998	光譜	TW		
cdg-2460	暗棋總動員	1997	智冠	TW		
cdg-2463	暗黑拳王	1997	Frankenstein	null		
cdg-2464	暗黑殖民地	1997	ART	null		
cdg-2465	暗黑破壞神1	1996	Blizzard	US		
cdg-2466	暗黑破壞神2	2000	Blizzard	US		
cdg-2469	暴力摩托	1996	Papyrus	null		
cdg-2471	暴走出租車	2001	Stellar Stone	null		
cdg-2472	暴走機車世界	2001	Attention to Detail	null		
cdg-2473	暴走汽車大賽	2000	DayLight	null		
cdg-2497	最酷的酷企鵝：瘋狂	1997	Sanrio	null	皇統	
cdg-2500	石器時代	1992	Stonehenge	null		
cdg-2503	硬卡車1	1998	SoftLab-NSK	null	業訊	
cdg-2504	硬卡車2	2000	SoftLab-NSK	null		
cdg-2506	硬核4	1997	Gremlin	null		
cdg-2507	碟形世界1	1995	TWG,Perfect 10	null		
cdg-2508	碟形世界2：死亡字節	1996	Perfect Entertainment	null		
cdg-2510	碧雪情天之俠侶情緣	2002	創意鷹翔	CN	元古	
cdg-2514	聖劍啟示錄	1996	Synthetic	null		
cdg-2531	聖劍奇兵	1999	亞博克	null	智冠	
cdg-2546	迪士尼泰山	1999	Eurocom	null		
cdg-2547	迪士尼泰山：活動中心	1999	Disney	null		
cdg-2548	迪士尼泰山叢林大冒險	1999	Disney	null		
cdg-2550	迪斯尼卡通賽車	2001	Crystal Dynamics	null		
cdg-2551	迴力鏢破壞者	2000	Ganymede	null	松崗	
cdg-2559	迷霧之島1	1994	Cyan	null		
cdg-2560	迷霧之島2	1998	Cyan	null	憶弘	
cdg-2561	迷霧之島3	2001	Presto	null		
cdg-2570	通卡怪獸大卡車	2001	Data Design	null		
cdg-2573	連珠終結者	2002	溫向東	null		
cdg-2574	連環新接龍	2001	Microsoft	null		
cdg-2575	連環殺手	1999	VCC	null		
cdg-2577	遁入黑暗	1995	Delphine	null		
cdg-2578	遊戲之王：夢指引	2002	新銳數字娛樂	null		
cdg-2582	遊牧王朝	2000	7th BitLabs	null	皇統	
cdg-2587	遙控特技賽車	2001	Team17	null		
cdg-2588	遙控車橫行天下	2002	Creat Studio	null		
cdg-2592	邪神傳說	1992	智冠	TW		
cdg-2600	雪上摩托冠軍賽	2002	Vicarious Visions	null		
cdg-2602	雪山尋寶	1998	TLC	null	神通	
cdg-2604	雪樂山傷心小棧與黑桃	1998	Sierra On-Line	US		
cdg-2607	雪樂山單字遊戲大全1	1999	Sierra On-Line	US		
cdg-2611	雪樂山戰艦與戰爭	1998	Sierra On-Line	US		
cdg-2613	雪樂山接龍與四川麻將	1998	Sierra On-Line	US		
cdg-2614	雪樂山撲克	1997	Sierra On-Line	US		
cdg-2615	雪樂山撲克遊戲大全2	1998	Sierra On-Line	US		
cdg-2621	雪樂山撲克遊戲大全3	1998	Sierra On-Line	US		
cdg-2625	雪樂山橋牌	1996	Sierra On-Line	US		
cdg-2626	雪樂山橋牌與龍克牌	1998	Sierra On-Line	US		
cdg-2629	雪樂山益智遊戲大全3	1999	Sierra On-Line	US		
cdg-2632	雪樂山經典益智遊戲大全	1997	Sierra On-Line	US		
cdg-2634	雪樂山經典遊戲集1	1995	Sierra On-Line	US		
cdg-2638	雪樂山角子機與視頻撲克1	1999	Sierra On-Line	US		
cdg-2645	雪樂山賭博遊戲大全1	1996	Sierra On-Line	US		
cdg-2646	雪樂山賭博遊戲大全2	1997	Sierra On-Line	US		
cdg-2652	雪樂山賭博遊戲大全3	1998	Sierra On-Line	US		
cdg-2653	雪樂山賭博遊戲大全4	1999	Sierra On-Line	US		
cdg-2658	雲斯頓2000	1999	Stormfront	null		
cdg-2659	雲斯頓賽車1	1994	Papyrus	null		
cdg-2660	雲斯頓賽車1999年版	1999	Papyrus	null		
cdg-2661	雲斯頓賽車2	1996	Papyrus	null		
cdg-2664	雲斯頓賽車3	1999	Papyrus	null		
cdg-2665	雲斯頓賽車4	2001	Papyrus	null		
cdg-2666	雲斯頓賽車傳奇	1999	Papyrus	null		
cdg-2667	雲斯頓賽車熱力	2000	Monster Games	null		
cdg-2668	雲斯頓賽車進化	1999	Stormfront	null		
cdg-2670	雷射超人1	1996	Ubisoft	FR	聯科	
cdg-2671	雷射超人2	1999	Ubisoft	FR		
cdg-2673	雷射超人大亂鬥	2001	Ubisoft	FR	英特衛	
cdg-2674	雷射超人英語闖通關	1999	Ubisoft	FR	昱泉	
cdg-2677	雷神之鎚2	1997	id	null		
cdg-2678	雷神之鎚3：競技場	1999	id	null		
cdg-2680	雷神小組	1997	Taito	null	普威爾	
cdg-2682	雷電2	1997	Seibu	null	普威爾	
cdg-2686	雷電小天使	2000	Sting	null	會宇	
cdg-2687	雷霆戰機	1999	Jamie	null		
cdg-2688	雷霆殺陣	2000	Phenom	null	皇統	
cdg-2691	電光人	1992	X LanD	null		
cdg-2694	電擊車	2002	Epsitec SA	null		
cdg-2695	電梯大作戰	2000	Taito	null	普威爾	
cdg-2696	電腦奇幻屋	1997	巨璣	null		
cdg-2704	霸王賽車	1997	Vivid	null		
cdg-2710	霹靂小子	1997	Actual Entertainment	null	富爾特	
cdg-2723	夢幻俄羅斯方塊	1993	Tommi Tarkiainen	null		
cdg-2724	夢幻俄羅斯方塊1	1997	Magnussoft	null		
cdg-2725	夢幻俄羅斯方塊2	2002	Magnussoft	null		
cdg-2737	夢幻彈珠檯2	1994	Spidersoft	null		
cdg-2738	夢幻彈珠檯豪華版	1994	Spidersoft	null		
cdg-2739	夢幻戰士	1997	Cryo	FR		
cdg-2744	夢幻模擬戰千年紀	2002	Masaya	null	依星	
cdg-2755	夢幻遙控車	1999	Acclaim	null		
cdg-2760	夢幻麻將館1	2000	伊思儷	TW		
cdg-2761	夢幻麻將館2：麻將世家	2001	伊思儷	TW		
cdg-2762	夢幻麻將館3：雀王碟姬	2001	伊思儷	TW		
cdg-2763	夢幻麻將館4：麻雀傳說	2002	伊思儷	TW		
cdg-2764	夢幻麻將館5：雀戰風雲	2002	伊思儷	TW		
cdg-2765	夢幻麻將館6：雀神傳說	2002	伊思儷	TW		
cdg-2772	疾速毀滅者	1997	Greenwood	null	玩家天地	
cdg-2773	痞子冠軍秀	2001	白金家族	null	大宇	
cdg-2774	痞子英雄	1996	Microtime	null		
cdg-2776	瘋狂主題樂園	1999	Bullfrog	GB		
cdg-2777	瘋狂卡車1	2002	Eutechnyx	null		
cdg-2782	瘋狂大賽車3	1992	Titus	null	漢堂	
cdg-2783	瘋狂大飆車1	1993	Cryo	FR		
cdg-2784	瘋狂大飆車2	1996	Cryo	FR		
cdg-2785	瘋狂大飆車3	2001	Cryo	FR	英特衛	
cdg-2786	瘋狂彈珠台	1999	Ganymede	null		
cdg-2787	瘋狂怪獸大卡車	2001	Iridon	null		
cdg-2788	瘋狂卡丁車	1995	Manic Media	null		
cdg-2791	瘋狂摩托車1	1998	Rainbow	null		
cdg-2792	瘋狂摩托車2	2000	Rainbow	null		
cdg-2797	瘋狂空間王	2001	光譜	TW		
cdg-2798	瘋狂計程車1	2002	Hitmaker	null		
cdg-2800	瘋狂象棋	1999	Cosmi	null		
cdg-2809	瘋狗1	1992	ALG	null		
cdg-2810	瘋狗2：失落的黃金	1994	ALG	null		
cdg-2818	精靈大師：巧手勞作屋	1999	Infogrames	FR	曉騰	
cdg-2831	虛擬卡丁車	1995	MPS	null		
cdg-2832	虛擬拼圖	2000	Ganymede	null	松崗	
cdg-2833	虹彩六號1	1998	Red Storm	null		
cdg-2834	虹彩六號2	1999	Red Storm	null		
cdg-2835	虹彩六號3	2003	Red Storm	null	松崗	
cdg-2839	蛇王之寶珠傳說	1996	捷鴻	null		
cdg-2841	蛋頭小子古堡尋奇	1997	包爾科技	null		
cdg-2849	蠟筆小新2	2001	Siria	null	協倫	
cdg-2851	蠻牛闖天關	2000	Revistronic	null	皇統	
cdg-2853	辛辣娛樂城	2001	伊思儷	TW		
cdg-2854	辣妹五子棋	2001	伊思儷	TW		
cdg-2855	辣妹大進擊	1997	Kronos	null		
cdg-2856	辣妹賽車1	2000	Small Rockets	null		
cdg-2857	辣妹賽車2	2001	Small Rockets	null		
cdg-2858	農夫也瘋狂	1999	Lupine	null		
cdg-2860	金剛戰神	2002	Magic	null	娛樂軟體	
cdg-2885	釣鱸高手1	1995	Dynamix	US		
cdg-2886	釣鱸高手2	1996	Dynamix	US		
cdg-2887	釣鱸高手3	1999	Dynamix	US		
cdg-2888	鈦戰機2	1995	Epic MegaGames	null		
cdg-2889	銀河前哨	2001	Gizmo	null		
cdg-2890	銀河前哨	1996	Stormfront	null		
cdg-2891	銀河前哨：深空九號：墮落者	2000	The Collective	null		
cdg-2897	銀河征戰錄	1999	Dynamix	US		
cdg-2900	銀河生死鬥2	2001	Dynamix	US		
cdg-2910	銀河飛將：私掠者2	1996	Origin Systems	US		
cdg-2913	銀河飛將3：虎之心	1994	Origin Systems	US		
cdg-2914	銀河飛將4：自由的代價	1996	Origin Systems	US		
cdg-2915	銀河飛將5：神諭	1997	Origin Systems	US		
cdg-2922	銀翼殺手	1997	Westwood	US	新天地	
cdg-2927	凡爾賽之宮廷疑雲	1997	Cryo	FR	第三波	
cdg-2929	凱撒大帝1	1993	Impressions	null		
cdg-2931	凱撒大帝3	1998	Impressions	null	第三波	
cdg-2932	凱撒大帝4	2006	Tilted Mill	null	松崗	
cdg-2936	凶兆	1997	Take-Two	null	英特衛	
cdg-2937	刀劍封魔錄	2002	像素軟件	null	英特衛	
cdg-2943	利斯之城	1998	Exortus	null	業訊	
cdg-2946	刺客任務1：殺手47	2000	IO	null		
cdg-2947	刺客任務2：無聲殺手	2002	IO	null	天人互動	
cdg-2964	創世紀2：女巫的復仇	1985	Origin Systems	US	智冠	
cdg-2972	創世紀9：羽化昇天	1999	Origin Systems	US		
cdg-2973	創世紀企業王國	2000	匯智	null	第三波	
cdg-2974	創世紀前傳：阿卡拉貝	1998	Richard Garriott	null		
cdg-2980	創世魔法師：異教巫師	1994	TAG	null		
cdg-2983	創龍傳	1998	Makkoya	null	梵太師	
cdg-2991	劍靈2：幻域封魔	2002	大新	null		
cdg-2996	加菲貓：陷入困境	1996	SEGA	JP		
cdg-2999	加菲貓	1998	草莓軟體	TW		
cdg-3001	加菲貓的瘋狂愛貓	1999	FiniteMonkey	null		
cdg-3003	勁爆熱舞	2002	Konami	JP		
cdg-3004	勁爆美國棒球	1997	Infinite Monkey	null		
cdg-3005	勁爆美國棒球99	1998	Infinite Monkey	null		
cdg-3012	勁爆美國職籃95	1994	EA	US		
cdg-3013	勁爆美國職籃96	1995	EA	US		
cdg-3016	勁爆美國職籃99	1998	EA	US		
cdg-3017	勁爆美國職籃2000	1999	EA	US		
cdg-3018	勁爆美國職籃2001	2000	EA	US		
cdg-3026	手機少女	2008	工畫堂	JP	光譜	
cdg-3027	手談	1996	豐海	null		
cdg-3033	拂曉出擊：珍珠港	2001	MAUS	null	名宇	
cdg-3035	拉里拉格蘭4	2001	Xpiral	null		
cdg-3036	拖拉機大賽	1997	世紀鼎點	null		
cdg-3039	拱豬大賽	1997	世紀鼎點	null		
cdg-3040	拿斯卡公路冠軍賽	1999	FarSight	null		
cdg-3041	拿斯卡賽手	2000	Software Creations	null		
cdg-3043	指揮官 1914	2002	Trinode	null	光譜	
cdg-3045	捍衛長空	2000	NovaLogic	null	華彩	
cdg-3052	接龍	1995	Microsoft	null		
cdg-3054	搶救麥卡星	2000	Lexis Numerique	null	曉騰	
cdg-3055	摩托艇超級錦標賽	2000	Fiendish	null		
cdg-3056	摩托車越野賽	1997	Balazs Rozsa	null		
cdg-3057	摩托雷神1	1997	Delphine	null		
cdg-3058	摩托雷神2	1998	Delphine	null		
cdg-3059	摩托雷神3	2001	Delphine	null		
cdg-3062	撲克大決戰	2002	新造科技	TW		
cdg-3065	未來零點	2000	Osis	null	地球村	
cdg-3067	末日危城1	2002	GPG	null		
cdg-3069	末日大戰	1996	Mirage	null		
cdg-3071	末日決戰	2000	潤民實業	null	智冠	
cdg-3073	本田嘉實多車隊	1998	IEL	null		
cdg-3074	本田嘉實多車隊2000	2000	IEL	null	華義	
cdg-3075	本田錦標賽1	1997	Codemasters	GB		
cdg-3076	本田錦標賽2	1999	Codemasters	GB		
cdg-3078	杏林也瘋狂	2001	Bullfrog	GB		
cdg-3080	東方傳記	1998	安峻	null		
cdg-3085	林間學校	1996	Foster	null		
cdg-3086	柏德之門1	1998	BioWare	null	英特衛	
cdg-3087	柏德之門2	2000	BioWare	null	英特衛	
cdg-3089	校園戀愛大戰	2005	戲寶	null	光譜	
cdg-3091	格蘭匹治大賽卡雷拉站	2001	IG	null		
cdg-3092	格鬥天王99	2000	SNK	null		
cdg-3096	桃色幻想曲	2001	伊思儷	TW		
cdg-3101	棋牌大師之圍棋	1999	威孚	null		
cdg-3104	森林小精靈	1994	CAPS	null		
cdg-3105	森林野趣	1999	BBC	null	協和	
cdg-3117	極樂大進擊	1998	美夢成真	TW		
cdg-3118	極樂瘋狂大賽車	2001	Akaei	null	億泰利	
cdg-3120	極樂麻將	2002	伊思儷	TW		
cdg-3121	極速	1999	Probe	null		
cdg-3122	極速地帶	1997	Digital Point	null		
cdg-3123	極速快感1	1995	EA	US		
cdg-3124	極速快感2	1997	EA	US		
cdg-3125	極速快感3	1998	EA	US		
cdg-3126	極速快感4	1999	EA	US		
cdg-3127	極速快感5	2000	EA	US		
cdg-3128	極速快感6	2002	EA	US		
cdg-3139	極速摩輪之曼島大賽	1997	SEGA	JP	鼎昌	
cdg-3141	極道車魂	1999	Reflections	null		
cdg-3143	極限模擬飛行	2001	Victory	null		
cdg-3147	極限運動	2001	Innerloop	null		
cdg-3148	極限運動全集	1999	WayForward	null		
cdg-3150	榮耀之翼	1995	Origin Systems	US		
cdg-3151	榮耀戰場	1993	MicroProse	US		
cdg-3155	榮譽勳章：反攻諾曼第	2002	'2015'	null		
cdg-3162	樂在棋中：12生肖童話樂園	1998	正謙	null		
cdg-3163	樂高主題公園	2000	Krisalis	null		
cdg-3164	樂高絕技賽車	2000	Intelligent Games	null		
cdg-3168	標準台灣麻將	null	董鎌盛	null		
cdg-3171	模擬主題樂園	2001	Bullfrog	GB		
cdg-3172	模擬公園	1996	Maxis	US		
cdg-3183	模擬市民1	2000	Maxis	US		
cdg-3188	模擬捷運：交通巨人	2000	JoWooD	null	松崗	
cdg-3189	模擬星城	2001	Mucky Foot	null	第三波	
cdg-3191	模擬樂園2	2002	Chris Sawyer	null		
cdg-3196	模擬螞蟻	1991	Maxis	US	智冠	
cdg-3201	模擬過山車	2000	Reactor	null		
cdg-3202	模擬過山車	1993	Code To Go	null		
cdg-3204	模擬鄰居2	2004	JoWood	null	光譜	
cdg-3205	模擬野生動物園	1998	Maxis	US		
cdg-3207	模擬飛航	1998	AQUA	null	俊伸	
cdg-3208	模擬飯店1	2002	Enlight	HK	松崗	
cdg-3209	模擬飯店2	2008	Enlight	HK	松崗	
cdg-3211	橘子噗噗車	2000	遊戲橘子	null		
cdg-3215	機器戰警電玩版	1989	Ocean,Data East	null	精訊	
cdg-3216	機械戰神	1996	Kinesoft	null	普威爾	
cdg-3218	機甲戰士	1999	I'll Soft	null	旭力亞	
cdg-3219	機甲戰神	1995	Family Production	null	歡樂盒	
cdg-3221	機甲爭霸戰：新月鷹的復仇	1990	Westwood	US		
cdg-3222	機甲爭霸戰：新月鷹的誕生	1988	Westwood	US		
cdg-3223	機甲爭霸戰1	1989	Dynamix	US		
cdg-3225	機甲爭霸戰3	1999	Microprose	US		
cdg-3234	橫版俄羅斯方塊	1994	PC Solutions	null		
cdg-3236	櫻桃小丸子	1996	Sakura	null	草莓軟體	
cdg-3243	火力回歸1	1996	Silent	null	普威爾	
cdg-3244	火力回歸2	1998	Silent	null		
cdg-3246	火星也瘋狂	2000	Church	null		
cdg-3247	火星計畫	2000	工畫堂	JP	協和	
cdg-3248	火星計畫2	2000	工畫堂	JP	協和	
cdg-3252	火熱狂飆	1998	MediaTech	null		
cdg-3253	火爆鄉巴佬1	1997	Xatrix	null		
cdg-3255	火箭寶貝	1999	蕃茄	null	智冠	
cdg-3258	火線大風暴	1996	熊貓	TW		
cdg-3259	火線獵殺	2001	Red Storm	null		
cdg-3263	炎黃戰蚩尤	1995	第三波	TW	宏碁	
cdg-3267	炮灰向前衝	2002	火鳳凰電腦	null	金版電子	
cdg-3268	烈火少林	1997	Mascot	null	中國標準出版社	
cdg-3272	烏鷺之三國英雄	2000	晟業	TW		
cdg-3273	烏龍院	1997	智冠	TW		
cdg-3280	無人永生1	2000	Monolith	null		
cdg-3281	無人永生2：危險間諜	2002	Monolith	null		
cdg-3285	無尾熊哈奇系列：生活常識配對配	2001	正謙	null		
cdg-3286	無敵中國象棋	1999	新造科技	TW		
cdg-3287	無盡的旅程1	1999	Funcom	null	松崗	
cdg-3289	無聲狂嘯	1996	Cyberdreams	null	松崗	
cdg-3292	無限飛行1	1995	LookingGlass	null	松崗	
cdg-3293	無限飛行2	1997	LookingGlass	null		
cdg-3294	無限飛行3	1999	LookingGlass	null		
cdg-3297	煉獄刀鋒	2001	Rebel	null	松崗	
cdg-3298	煙火挑戰者	2000	魔法	null	華義	
cdg-3301	熱力美國職棒1999	1998	Team .366	null		
cdg-3302	熱力美國職棒2000	1999	Team .366	null		
cdg-3307	熱力賽車	2002	Razorworks	null		
cdg-3309	熱血棒球	2002	Humongous	null	第三波	
cdg-3310	熱血江湖	2002	Sego	null	億泰利	
cdg-3311	熱血足球	2002	Humongous	null	第三波	
cdg-3314	熱血飛車	1996	SEGA	JP	鼎昌	
cdg-3315	熱血飛車之極速悍將	1997	SEGA	JP	鼎昌	
cdg-3318	熾炎傳說	2001	宏申	null	智冠	
cdg-3319	熾焰帝國	2002	Phantagram	null	茂為	
cdg-3325	爆爆急急豆	1998	福茂,友尚	null		
cdg-3327	爆破賽車	1999	Pitbull Syndicate	null		
cdg-3333	爆裂電光球	1997	Beyond Reality	null	歐樂影視	
cdg-3334	託林通道	1995	Sierra On-Line	US		
cdg-3335	記憶大王	2001	明日科技	null	智冠	
cdg-3336	記憶拍檔：蔬果篇	1995	第三波	TW		
cdg-3337	詞彙都市：大獎賽版	1995	SWK	null		
cdg-3340	謎之寵物	2000	猛獁世紀	null	主旗科技	
cdg-3341	貨車也瘋狂1	1998	Tantrum	null		
cdg-3342	貨車也瘋狂2	2000	MotorSims	null		
cdg-3343	貨車也瘋狂3：專業賽車	2001	MotorSims	null		
cdg-3346	賭博電玩大合集：賭船號	1999	鉅盛	null	秀橋	
cdg-3351	賭神2000	1998	博亞	null		
cdg-3353	賽跑棋	1990	船塢資訊	null		
cdg-3362	孔明棋	1998	普威爾	TW		
cdg-3367	學園退魔傳玲子2	1999	Trush	null	歡樂盒	
cdg-3369	孿生物語	1999	富士通	null	第三波	
cdg-3375	戰地1：亞爾丁戰役	1995	Talon Soft	null		
cdg-3376	戰地2：蓋茨堡戰役	1995	Talon Soft	null		
cdg-3377	戰地3：滑鐵盧戰役	1996	Talon Soft	null	彩虹高	
cdg-3381	戰地風雲1942	2002	DICE	null		
cdg-3384	戰慄時空1	1998	Valve	null		
cdg-3389	戰慄殺手	2000	Rewolf	null	華彩	
cdg-3395	戰爭上古代藝術	1992	Evryware	null	第三波	
cdg-3396	戰爭島群	1997	Titanic	null		
cdg-3397	戰爭藝術：世紀之戰	2002	Norm Koger	null	世紀雷神	
cdg-3398	戰爭遊戲	1995	Quantum Quality	null		
cdg-3400	戰神2	1993	SSG	null	智冠	
cdg-3401	戰神3：英雄王朝	1997	SSG	null		
cdg-3403	戰神：狂神天威	2001	SSG	null	第三波	
cdg-3405	戰神：狂神天威3	2004	Infinite Interactive	null	光譜	
cdg-3407	戰鎚1：角鼠之影	1995	Mindscape	null		
cdg-3408	戰鎚2：黑暗預兆	1998	Mindscape	null		
cdg-3411	戰鬥模擬飛行1：二戰歐洲系列	1998	Microsoft	null		
cdg-3412	戰鬥模擬飛行2：第二次世界大戰南太平洋戰場	2000	Microsoft	null		
cdg-3413	戰鬥模擬飛行3：歐洲之戰	2002	Microsoft	null		
cdg-3414	戰鬥飛車	1994	New World Computing	US	智冠	
cdg-3419	芭比新潮美髮師	1998	Mattel	null	草莓軟體	
cdg-3421	花曆	2002	Cyc	JP	協和	
cdg-3426	英倫霸主2	1996	Impressions Games	null		
cdg-3433	英雄傳奇5：龍火	1998	Yosemite	null		
cdg-3447	英雄本色：帝國霸業	1999	KSS	JP	智冠	
cdg-3449	英雄聖戰2	2001	美夢成真	TW	第三波	
cdg-3453	莫蒂爾1	1999	Mirage	null		
cdg-3456	華容道	1988	李天啟	null		
cdg-3457	華容道大師3000	2001	茅吉	null		
cdg-3459	萬夫莫敵：聖女傳	2004	Enlight	HK	光譜	
cdg-3460	萬獸之王	2005	SystemSoft	JP	光譜	
cdg-3461	萬神殿	2000	Quicksilver	null		
cdg-3462	萬聖夜驚魂	2002	紅紫科技	null	智冠	
cdg-3469	蒼穹霸主1	2002	Nival	null	松崗	
cdg-3470	蒼穹霸主2	2004	Nival	null	光譜	
cdg-3472	蓋亞大地傳說	2001	酷一科技	null	大宇	
cdg-3481	藝術才子：天才小畫匠	1998	映夢文化	null		
cdg-3483	鼠賊一窩	2002	紅紫科技	null		
cdg-3488	聲控麻將王	2000	光譜	TW		
cdg-3491	肌肉賽車1	2001	Small Rockets	null		
cdg-3492	肌肉賽車2	2002	3 Romans	null		
cdg-3501	爭戰天下	2000	Trigger	null	聖教士	
cdg-3505	特勤機甲隊2高級版：前進戰場	1999	工畫堂	JP	華義	
cdg-3509	特技賽車	1990	DS	null		
cdg-3511	特技飛車2	1990	Tengen	null		
cdg-3512	特技駕駛員	1990	Sphere	null		
cdg-3514	特種部隊1	1998	Zombie	null	協和	
cdg-3515	特種部隊2	1999	Zombie	null		
cdg-3516	狂暴摩托越野賽	2000	Deibus	null		
cdg-3517	狂暴競速賽	1996	Hexerei	null		
cdg-3518	狂熱彈珠檯	1995	Spidersoft	null		
cdg-3519	狂熱車賽	1996	Tangor	null		
cdg-3523	狂飆越野賽	1999	Creative Asylum	null		
cdg-3527	狗肯尼娃娃	2002	智冠	TW		
cdg-3530	狩魔獵人3：血咒疑雲	1999	Sierra On-Line	US		
cdg-3531	狼之一族	1994	Manley & Associates	null		
cdg-3535	猴島小英雄3：猴島的詛咒	1997	Lucas	null	松崗	
cdg-3536	猴島小英雄4：逃離猴島	2000	Lucas	null		
cdg-3542	獵手1	1998	Sunstorm	null		
