id	title	year	developer	region	publisher_tw	signals
cdg-0785	塔羅牌占卜	1996	頂尖拍檔	null	富峰群	
cdg-0788	壘球大聯盟	2000	3DO	US	皇統	
cdg-0790	宇宙特警隊	1999	Team17	null	第三波	
cdg-0792	宇宙荒舟	1993	Electronic Arts	US		
cdg-0793	宇宙荒舟2：聖血天使的復仇	1996	3DO	US		
cdg-0794	宇宙飛行大賽車	2001	Wave Front	null	安峻	
cdg-0801	完全失真	1995	Warp	null		
cdg-0802	完美撞球檯	2000	Megaware	null	松崗	
cdg-0812	寒武爭戰	1997	森雅	null	華義	
cdg-0813	實驗賽車	1997	MediaTech	null		
cdg-0814	寫真麻將館	2001	冠捷	TW		
cdg-0819	成吉思汗：大漠英雄傳	2001	詮積	TW		
cdg-0820	百劍	2001	Smilebit	null		
cdg-0822	百慕達	1995	Century	null		
cdg-0823	百戰天蟲：世界大戰	2001	Team 17	null		
cdg-0826	百戰天蟲：蟲蟲危機	1999	Team 17	null		
cdg-0827	百戰天蟲1	1995	Team 17	null		
cdg-0828	百戰天蟲2	1997	Team 17	null		
cdg-0831	百戰天蟲彈珠台	1998	Team 17	null		
cdg-0839	自由式花樣自行車賽	2000	Z-Axis	null		
cdg-0840	自由自行車大賽	2000	Silverfish	null		
cdg-0841	自由與榮耀	1999	洪恩軟件	null		
cdg-0842	自由與榮耀2	2001	洪恩軟件	null		
cdg-0844	自行車隊經理	2001	Cyanide	null		
cdg-0852	致命車賽	1995	Gremlin	null		
cdg-0853	致命連鎖	1999	亞克米	null	智冠	
cdg-0855	舊金山警車大賽	1991	Jaleco	null		
cdg-0856	舞光十射	2000	鈊象	TW	華彩	
cdg-0859	航空大亨（Airline Tycoon）	1998	Spellbound Software	null	華義	
cdg-0862	般若魔界	1998	昱泉	TW	第三波	
cdg-0867	血祭1	1997	Monolith	null		
cdg-0868	血祭2：天選者	1998	Monolith	null		
cdg-0869	街機撞球	1994	Team17	null		
cdg-0870	街頭小撬車大賽	1999	nFusion	null		
cdg-0875	衝鋒飛車手	1997	High Score,Stormfront	null		
cdg-0876	袋鼠小天王1	2000	Tate	null		
cdg-0880	裝甲元帥2	1997	SSI	US	第3波	
cdg-0881	裝甲元帥3：焦土作戰	2000	SSI	US	銀冠	
cdg-0882	裝甲元帥3	1999	SSI	US	第3波	
cdg-0883	裝甲動員令：無畏戰車	1999	Zipper	null		
cdg-0884	裝甲精英	1999	Wings	null	世紀雷神	
cdg-0886	裝甲雄師2	1998	MicroProse	US		
cdg-0894	西遊記：孫悟空	1996	新資訊科技	null		
cdg-0895	西遊記：異世界大冒險	2000	三協資訊	null	華彩	
cdg-0904	古堡探險	1995	育腦發展	null		
cdg-0920	古奇格蘭迪的十項全能賽	1997	Microforum	null		
cdg-0921	古文明時代	2002	Strategy First	null	光譜	
cdg-0925	古董名車賽2	1991	P.Z.Karen	null		
cdg-0926	古靈精怪	2001	Eko	null	英特衛	
cdg-0927	另一個世界	1992	Delphine	null	智冠	
cdg-0930	台北咖啡通	2001	美夢成真	TW	明日工作室	
cdg-0932	台北愛情故事	1996	頂尖拍檔	null		
cdg-0934	台灣十六張麻將單機版	2002	互網國際	null	元古	
cdg-0945	吃豆人	1997	CHAMProgramming	null		
cdg-0949	吃豆人女士：探索黃金迷宮	2001	Infograms	null		
cdg-0950	吃豆夫人	1997	CHAMProgramming	null		
cdg-0955	名流高爾夫1997	1996	Access	null		
cdg-0956	名流高爾夫1998	1997	Access	null		
cdg-0957	名流高爾夫1999	1998	Access	null		
cdg-0958	名流高爾夫2000	1999	Microsoft	null		
cdg-0959	名流高爾夫2001	2000	Microsoft	null		
cdg-0961	名車勒芒24小時耐力賽	1999	Infogrames	FR		
cdg-0969	名車拉力賽	2000	Digital Illusions	null		
cdg-0970	名車越野大賽1	1997	Elite Systems	null		
cdg-0971	名車越野大賽2	1998	Pitbull Syndicate	null		
cdg-0972	名車越野大賽3	1999	Infogrames	FR		
cdg-0975	吞噬者	1998	Digital Impact	null	全崴	
cdg-0976	吞豆人	1992	Filipe Mateus	null		
cdg-0982	吸血鬼德古拉1：魔體復活	1999	Index+	null	大宇	
cdg-0983	吸血鬼德古拉2：最後秘密	2000	Wanadoo	null	大宇	
cdg-0987	和平使者	1999	Jinxter	null		
cdg-0988	咕嚕一族	1999	Monolith	null	松崗	
cdg-1000	哈雷戴維森：穿越美國	1999	Canopy,G2M	null		
cdg-1001	哈雷戴維森：自由之輪	2000	Canopy,G2M	null		
cdg-1002	哥薩克：征服與榮耀	2002	GSC	null	大宇	
cdg-1003	啄木鳥賽車	2000	Syrox	null		
cdg-1015	喋血街頭1	1997	Running With Scissors	null	歐樂影視	
cdg-1017	喬治克隆尼之惡夜追殺令	2001	GameSquad	null		
cdg-1018	單字通：單字大補帖	1997	岡業	null		
cdg-1027	四川省 樂園少女譚	1997	SunSoft	null		
cdg-1031	四川省3000	2002	光譜	TW		
cdg-1033	四川省世界巡迴賽	1990	Lasersoft	null		
cdg-1037	四玲瓏	1992	尋夢園	null		
cdg-1039	四驅車大賽1	1999	ATD	null		
cdg-1040	四驅車大賽2	2000	ATD	null		
cdg-1052	國產凌凌漆	1996	不明	null		
cdg-1055	國際大獎賽98	1998	Midas	null		
cdg-1057	國際超級車賽	1996	Magnetic Fields	null		
cdg-1058	國際高賞金汽車錦標賽	2000	N-Side	null		
cdg-1059	圍棋傳說	2001	晟業	TW		
cdg-1061	圍棋基礎訓練與段位測試	1997	九所	null	晟業	
cdg-1065	圓桌武士：紅龍騎士傳說	2001	Cryo	FR	松崗	
cdg-1066	圓桌武士1	1990	Synergistic	null	精訊	
cdg-1067	圓桌武士2	1991	Synergistic	null	精訊	
cdg-1070	女媧補天：全家福篇	1994	第三波	TW		
cdg-1086	妙賊也瘋狂1	1992	Divide By Zero	null		
cdg-1087	妙賊也瘋狂2	1995	Divide By Zero	null		
cdg-1088	妮娜的願望	1998	翻新資訊	null	鉅盛	
cdg-1091	威力掃蕩	1999	Rage	null	飛拓	
cdg-1092	威力賽車	1994	Rage	null		
cdg-1094	嫉惡如仇	1999	Hothouse	null		
cdg-1096	巫師之怒1	1998	Nival	null		
cdg-1097	巫師之怒2	1998	Nival	null	松崗	
cdg-1107	巫術外傳：復仇者	1996	Sir-Tech	null		
cdg-1112	巴茲奧爾德林的太空競賽	1993	Strategic Visions	null		
cdg-1113	巾幗英雄花木蘭	1998	新資訊科技	null		
cdg-1114	帝國主義1	1997	Frog City	null		
cdg-1115	帝國主義2：拓荒時代	1999	Frog City	null		
cdg-1116	帝國企業	2001	Infograms	null		
cdg-1118	帝國的光榮2：帝國大反擊	1993	萊茵工作室	null	資策科技	
cdg-1119	幕府將軍：全軍破敵	2000	Creative Assembly	null		
cdg-1126	我的牛津藝術學院	1998	Oxford	null	協和	
cdg-1132	求愛任務	1998	Richard	null		
cdg-1137	江湖後傳	1999	金智塔	null		
cdg-1139	汪達爾之心：失落的古文明	2000	Konami	JP	智冠	
cdg-1151	決戰大老二	1999	耀和	null		
cdg-1159	決戰滑鐵盧：拿破崙戰史	2001	BreakAway	null	上海育碧	
cdg-1161	決戰總統府	2000	意念	null		
cdg-1163	決戰西洋棋4000	1992	Interplay Productions	US		
cdg-1164	決戰陸軍棋	2001	新造科技	TW		
cdg-1169	汽車零件庫：虛擬技師	1999	Mekada	null		
cdg-1176	沙丘魔堡2000	1998	Westwood	US		
cdg-1177	沙丘魔堡3000	2001	Westwood	US		
cdg-1180	沙拉那之劍	1995	Legend	null	智冠	
cdg-1181	沙皇之冠	2000	Haemimont	null		
cdg-1183	沼澤地老車大賽	2000	DayLight	null		
cdg-1185	法老	2000	Impressions	null	華彩	
cdg-1197	泥地摩托	1996	Graftgold	null		
cdg-1198	泥地摩托車賽	2002	NAWAR	null		
cdg-1199	泥道賽車	1999	Ratbag	null		
cdg-1200	泥道賽車：短跑車	2000	Ratbag	null		
cdg-1201	泥道賽車2	2001	Ratbag	null		
cdg-1236	洛汗騎兵	1991	Beam	null		
cdg-1247	海盜	1999	Microids	null		
cdg-1248	海盜傳奇	1998	Tivola	null	翻新	
cdg-1254	混沌島：失落的世界	1997	DreamWorks	null		
cdg-1255	混沌控制	1995	Infogrames	FR		
cdg-1258	游素蘭的愛情處方箋	1997	頂尖拍檔	null	松崗	
cdg-1264	滑溜小賽車	1993	Timo Kauppinen	null		
cdg-1269	潘朵拉的盒子	1999	Microsoft	null		
cdg-1274	激爆裝甲	2000	Zono	null		
cdg-1278	亡命暗殺令1	1997	Shiny	null	松崗	
cdg-1279	亡命暗殺令2	2000	BioWare	null		
cdg-1283	亨利與哈利	2001	翻新資訊	null	鉅盛	
cdg-1286	亞特蘭提斯1：失落的傳說	1997	Cryo	FR	第三波	
cdg-1287	亞特蘭提斯2：超越亞特蘭提斯	1999	Cryo	FR	第三波	
cdg-1288	亞特蘭提斯3：新世界	2001	Cryo	FR	第三波	
cdg-1293	亞特蘭提斯之謎動作版	1992	Lucas	null	智冠	
cdg-1302	奇異雪橇車大賽	2000	Driver-Inter	null		
cdg-1303	奇蹟動物園	2004	Enlight	HK	光譜	
cdg-1307	奔馳好手	1999	Ubisoft	FR	第三波	
cdg-1308	奧德賽：尋找尤利西斯	2000	Cryo	FR	英特衛	
cdg-1309	奧斯卡	1994	Flair	null		
cdg-1310	奧林匹亞橋賽1	1993	光譜	TW		
cdg-1311	奧林匹亞橋賽2	2001	光譜	TW		
cdg-1312	奪寶奇謀	2001	4x	null	松崗	
cdg-1313	死亡拉力賽	1996	Remedy	null		
cdg-1315	死亡賽車	1994	InSide Team	null		
cdg-1316	殖民爭霸戰	1997	Windward	null		
cdg-1324	重返中世紀	1998	Microids, Monolith	null		
cdg-1328	野戰精英	2000	Random	null	英寶格	
cdg-1329	野戰雄獅1	2006	ZootFly	null	光譜	
cdg-1333	野蠻世紀之恐龍戰士	2001	捷友	TW	智冠	
cdg-1334	阿凡提尋寶歷險	1997	鉅盛	null		
cdg-1338	阿卡尼亞傳說2	1994	Attic	null		
cdg-1339	阿卡尼亞傳說3	1997	Attic	null		
cdg-1344	阿徹麥克萊恩的美式撞球	1992	Archer Maclean	null		
cdg-1345	阿拉丁之阿布歷險記	1999	迪士尼	null	草莓軟體	
cdg-1346	亞瑪蘭斯	1999	FUGA	JP	歡樂盒	
cdg-1348	阿歷的歡樂牧場	1999	Ubisoft	FR		
cdg-1349	阿比再出擊	1998	Oddworld	null	第三波	
cdg-1350	阿比逃亡記	1997	Oddworld	null		
cdg-1351	阿毛家族系列：我愛恐龍	1995	昱泉	TW		
cdg-1353	阿毛的西洋繪畫之旅	2001	昱泉	TW		
cdg-1359	陰陽幻境	1998	Tribal Dreams	null		
cdg-1360	陸戰英豪之重回戰場	2000	榮欽	null		
cdg-1362	陸軍元帥	1998	DiD	null		
cdg-1364	陽光使命	1998	Media	null		
cdg-1370	青澀寶貝：星座戀愛物語	1999	NEC Interchannel	JP	協和	
cdg-1371	青澀寶貝2	2001	NEC Interchannel	JP	協和	
cdg-1372	青澀寶貝射擊	1999	while	null		
cdg-1376	青蛙過街1	1997	Sony	null		
cdg-1377	青蛙過街2	2000	Blitz	null		
cdg-1384	勇者急先鋒	2001	捷思特	TW		
cdg-1394	勇闖侏儸紀	1997	豐騰科技	null		
cdg-1396	動物園大亨1	2001	Blue Fang	null		
cdg-1406	攻殼總司令	1998	彩意	null	智冠	
cdg-1418	皇帝：中國的崛起	2002	Sierra On-Line	US	松崗	
cdg-1431	科學怪人	1994	Merit Studios	null		
cdg-1432	科學怪人	1995	Amazing Media	null		
cdg-1433	科學怪人	1997	隆元	null	正謙	
cdg-1434	科林麥克雷拉力賽車1	1998	Codemasters	GB		
cdg-1435	科林麥克雷拉力賽車2	2000	Codemasters	GB		
cdg-1445	空中司令	2001	Shrapnel Games	null		
cdg-1451	美國保齡球	1997	Flair	null	松崗	
cdg-1453	美國空戰1918	1997	Aqua	null		
cdg-1454	美國職棒大聯盟97	1996	EA	US		
cdg-1455	美國職棒大聯盟98	1997	EA	US		
cdg-1456	美國職棒大聯盟99	1998	EA	US		
cdg-1457	美國職棒大聯盟2000	1999	EA	US		
cdg-1463	美國陸軍後備隊汽笛車大賽	2002	Hoplite	null		
cdg-1466	美女撲克2	1988	Artworx	null	終結者資訊	
cdg-1483	美少女戰士麻將	1993	日本物產	null	創意科技	
cdg-1486	美少女救援隊	1998	h.m.p	null	歡樂盒	
cdg-1489	美猴王	1997	騰圖聯合電子	null		
cdg-1491	美麗新國度	1999	JoWooD	null		
cdg-1492	美麗新國度2	2001	JoWooD	null	第三波	
cdg-1493	義大利黑手黨	2002	Pixelogic	null		
cdg-1497	音速小子3	1997	SEGA	JP		
cdg-1498	音速小子3與納克魯斯	1997	Sonic	null		
cdg-1499	音速小子大競擊	1998	Sonic	null		
cdg-1502	頑皮小精靈1	1991	Coktel Vision	null		
cdg-1503	頑皮小精靈2：小丑王子	1992	Coktel Vision	null		
cdg-1504	頑皮小精靈3	1993	Coktel Vision	null		
cdg-1509	風暴	1998	Sailon	null		
cdg-1510	風暴行動	2001	Taito	null		
cdg-1516	風火輪：微型賽車	2000	Unique	null		
cdg-1518	風火輪：撞毀	1999	Prolific	null		
cdg-1520	風火輪：特技賽道駕駛員1	1998	Semi Logic	null		
cdg-1521	風火輪：特技賽道駕駛員2	2000	Semi Logic	null		
cdg-1533	風雅對局 本因坊	2001	普威爾	TW		
cdg-1536	風雲麻將	1989	大宇	TW		
cdg-1546	飛龍戰士	1995	SEGA	JP		
cdg-1559	人面蛾	1994	漢堂	TW		
cdg-1563	仕魂	1999	Hanbit	null	華彩	
cdg-1575	代號：爆發	2001	GSC	null		
cdg-1577	代號：鋼鐵行動2	2005	StormRegion	null	光譜	
cdg-1578	代號雄鷹	1999	Refraction	null		
cdg-1580	企業霸主	1997	JoWooD	null		
cdg-1581	企業霸主2	2002	JoWooD	null	松崗	
cdg-1583	企鵝家族2	1999	Workhouse	null	協和	
cdg-1585	伊卡斯特傳說2聖殿詩篇	2000	宏申	null	第三波	
cdg-1587	伊森賽車	2000	Invictus	null	天人互動	
cdg-1594	休妮亞傳說	2000	鑫盛資訊	null	歡樂盒	
cdg-1596	作曲家	1998	坦克軟體	null	勁源光碟	
cdg-1597	侏儸紀公園	1993	Ocean	GB		
cdg-1598	侏儸紀公園：恐龍戰役	2002	Vivendi	null		
cdg-1599	侏儸紀公園3：恐龍防御者	2001	Knowledge	null		
cdg-1605	俄羅斯拼圖	1994	Destiny	null		
cdg-1606	俄羅斯拼盤	1993	MIR Dialogue	null		
cdg-1608	俄羅斯方塊：成人遊戲版	1996	Auric	null		
cdg-1610	俄羅斯方塊2代	1989	太陽軟體	null		
cdg-1611	俄羅斯方塊專業版	1993	Michiel Ouwehand	null		
cdg-1621	俠客遊3	2000	Artdink	JP	第三波	
cdg-1622	俠客遊4	2001	Artdink	JP	第三波	
cdg-1623	俠客遊：前途道標	1999	Artdink	JP	第三波	
cdg-1625	俠客遊：第三之書	2002	Artdink	JP	第三波	
cdg-1631	俠盜獵車手1	1997	DMA Design	null		
cdg-1632	俠盜獵車手2	1999	DMA Design	null		
cdg-1636	信條	1999	Insomnia	null		
cdg-1655	倉頡輸入法	1994	第三波	TW		
cdg-1659	倫敦賽車手1	1999	Davilex	null		
cdg-1660	倫敦賽車手2	2002	Davilex	null	意念數位	
cdg-1663	偷窺狂	1994	Philips	null		
cdg-1664	傑夫賽車	1999	Real Sports	null		
cdg-1665	傭兵戰場1	2000	Raven	null		
cdg-1666	傭兵戰場2	2002	Raven	null	松崗	
cdg-1671	傷心小棧	1995	Microsoft	null		
cdg-1675	先知的魔寶石	1995	ELOI	null	邁點	
cdg-1678	光榮與夢想	2000	火狐狸	null		
cdg-1680	光芒之池：迷斯卓諾遺跡	2002	Stormfront	null	第三波	
cdg-1683	光速戰將	1999	Creat	null	松崗	
cdg-1686	全美卡丁車大賽	1999	Data Becker GmbH	null		
cdg-1689	再戰毀滅公爵	2002	Sunstorm,3D Realms	null		
cdg-1693	冒牌大英雄	2002	捷友	TW		
cdg-1695	冒險奇譚2	2002	Game Arts	null	松崗	
cdg-1697	冰風之谷1	2000	Interplay Productions	US		
cdg-1698	冰風之谷2	2002	Interplay Productions	US		
cdg-1700	凝望戰士	2001	火鳳凰	null		
cdg-1704	封神榜之英雄無敵	2000	聯盟工作室	null		
cdg-1708	專業撞球	1999	Gremlin	null		
cdg-1710	導火線	2000	次方科技	null	智冠	
cdg-1712	忍者龍劍傳1	1990	Tecmo	null		
cdg-1717	忍者龜2：曼哈頓任務	1991	DSI	null		
cdg-1719	快打威龍	1998	鉅盛	null		
cdg-1721	快打旋風2	1993	Capcom	JP		
cdg-1722	快打旋風ZERO	1997	Capcom	JP		
cdg-1723	快打旋風ZERO 2	1998	Capcom	JP		
cdg-1729	快樂俄羅斯	1999	Detonium	null		
cdg-1735	怒海激戰：戰艦指揮官	2001	MicroCabin	null	大宇	
cdg-1737	急速傳說：維倫紐夫的賽車生涯	2002	Ubisoft	FR		
cdg-1738	急速狂飆	1995	NoriaWorks	null		
cdg-1739	急速狂飆500	1999	Melbourne House	null		
cdg-1740	急速碰碰車	2001	Dark Code	null	安峻	
cdg-1746	性感俄羅斯	1992	Dream Team	null		
cdg-1748	怪獸大卡車	1997	Reflections	null		
cdg-1749	恐龍	2000	Ubisoft	FR		
cdg-1754	恐龍大戰	1990	DigiTek	null	新世界	
cdg-1755	恐龍快打	1995	Atari	null		
cdg-1756	恐龍戰士1	1998	Pangea	null		
cdg-1759	恐龍公園大亨	1993	Manley & Associates	null		
cdg-1760	恐龍物語之回到未來	1993	Rozner Labs	null		
cdg-1761	恐龍獵人1	1997	Iguana	null		
cdg-1762	恐龍獵人2	1999	Iguana	null		
cdg-1763	恐龍獵人4	2002	Acclaim	null		
cdg-1765	悅樂之學園	1997	C's ware	null	歡樂盒	
cdg-1769	惡煞車手1	1997	Stainless	null		
cdg-1770	惡煞車手2	1998	Stainless	null		
cdg-1771	惡煞車手3	1998	Torus	null		
cdg-1772	惡靈	2000	Mira Space	null	聖教士	
cdg-1780	惡魔城（Castlevania）	1990	Konami	JP		
cdg-1781	惡魔城2：詛咒的封印	2002	Konami	JP		
cdg-1782	惡魔城傳說	2002	Konami	JP		
cdg-1790	愛麗絲奏鳴曲1：命運之輪	2008	Team Muramasa	null	光譜	
cdg-1791	愛麗絲奏鳴曲2：衝擊代碼	2010	Team Muramasa	null	光譜	
cdg-1792	愛麗絲奏鳴曲3：真相終章	2011	Team Muramasa	null	光譜	
cdg-1793	愛麗絲驚魂記	2000	Rogue Entertainment	null		
cdg-1816	真人美女拳：台灣美少女版	1997	Tensoft	null	旭城	
cdg-1817	真侍魂	1999	Kinesoft	null	普威爾	
cdg-1818	真命龍子	2001	Silver Style	null		
cdg-1823	真神秘島3	2000	Cyan,SunSoft	null		
cdg-1826	睡美人芭比	1999	Gorrila	null		
cdg-1828	神劍傳說2	1996	ECSTASY	null	歡樂盒	
cdg-1841	神探傑克	1997	Toontraxx	null		
cdg-1844	神秘島1	2005	Kheops	null	光譜	
cdg-1846	神秘的俄羅斯方塊	2001	Blue Planet	null		
cdg-1847	神話世紀	2002	Microsoft	null		
cdg-1854	神鬼寓言	1996	Simbiosis	null		
cdg-1858	神鷹突擊隊	1994	金盤電子	null		
cdg-1860	神龍紀元	2001	Ubisort	null		
cdg-1865	禁斷之血族2	1997	C's ware	null	歡樂盒	
cdg-1866	福爾摩斯探案：開膛手傑克	1993	Mythos	null	智冠	
cdg-1867	福爾摩斯探案2：玫瑰紋身案件	1996	Mythos	null		
cdg-1870	福特名車賽1	2000	Elite	null	華義	
cdg-1875	福祿雙霸天2	1993	Titus	null		
cdg-1895	輪迴	2002	寰訊	null		
cdg-1897	轟炸超人	1991	Hudson	null		
cdg-1898	引魂者	2001	Gremlin	null	英特衛	
cdg-1902	彪馬街頭足球	1999	PixelStorm	null		
cdg-1903	影之嶽	1992	Teque London	null	智冠	
cdg-1904	影子兵團	1999	Ubisoft	FR	第三波	
cdg-1905	殺人執照 007	1989	Domark	null		
cdg-1906	殺人月	1994	Access	null	智冠	
cdg-1908	殺無赦1	1997	Bungie	null		
cdg-1909	殺無赦2	1998	Bungie	null		
cdg-1910	殺無赦3：狼世紀	2001	MumboJumbo	null	大宇	
cdg-1911	毀滅公爵1	1991	Apogee	null		
cdg-1912	毀滅公爵2	1993	Apogee	null		
cdg-1913	毀滅公爵3	1996	3D Realms	null		
cdg-1914	毀滅大賽車1	1995	Reflections	null		
cdg-1915	毀滅大賽車2	1996	Reflections	null		
cdg-1916	毀滅巫師	1994	Raven	null		
cdg-1917	毀滅巫師2	1998	Raven	null		
cdg-1920	毀滅戰士2人間地獄	1994	id	null		
cdg-1921	毀滅戰士2終結版	1996	id	null		
cdg-1923	毀滅戰神	1996	Accolade	null		
cdg-1926	生死之間1	1997	創意鷹翔	CN	新意	
cdg-1927	生死之間2：末日傳說	1998	創意鷹翔	CN	華義	
cdg-1928	生化悍將	1995	Origin Systems	US		
cdg-1929	生化悍將1	1994	Xatrix	null		
cdg-1930	生化悍將2	1995	Xatrix	null		
cdg-1931	生死賽車	1997	Ubisoft	FR	聯科	
cdg-1933	生活美語5：遊戲式題庫綜合版	1999	捷思特	TW	冠捷	
cdg-1935	用多媒體學國際象棋	1999	上海鵬達	null		
cdg-1937	用多媒體學圍棋	1997	上海鵬達	null	創越	
cdg-1941	異域鎮魂曲	1999	Interplay Productions	US		
cdg-1942	異塵餘生1	1997	Interplay Productions	US		
cdg-1943	異塵餘生2	1998	Interplay Productions	US		
cdg-1945	異塵餘生戰略版	2001	Micro Forté	null	英特衛	
cdg-1946	異形之緊急動員	1998	Cenozoic	null		
cdg-1947	異形地球	1998	Beam Software	null		
cdg-1948	異形方塊	1989	大宇	TW		
cdg-1949	異星搜奇	1997	Lucas	null	松崗	
cdg-1954	第一次的親密接觸	2002	火鳳凰	null	智冠	
cdg-1955	第七封印：魔神甦醒	2002	智冠	TW		
cdg-1957	第六感之戀	1997	Gloria	null	歡樂盒	
cdg-1964	雀美眉寫真館：真人辣妹版	2001	詮積	null		
cdg-1969	雙截龍3：羅塞塔之石	1992	Technos,Sales Curve	null		
cdg-1974	鱷魚中隊	1999	Atari	null		
cdg-1975	鱷魚冒險記1	1997	Argonaut	null		
cdg-1976	鱷魚冒險記2	2000	Argonaut	null		
cdg-1979	鹹蛋超人	1999	新未來	null	立德	
cdg-1986	麥當勞快樂學英語	2001	昱泉	TW		
cdg-1988	麻將之東方不敗	1997	Catgod	null		
cdg-1995	麻將巨作	2001	Small Rocket	null		
cdg-1996	麻將巨星	2002	帕米爾	null		
cdg-2006	麻將高手 連線挑戰賽	1998	向量科技	null		
cdg-2007	麻辣四川省4	1999	大點科技	null	第三波	
cdg-2017	征服：邊境戰爭	2002	Fever Pitch	null		
cdg-2019	征服狂牛	1999	Radish	null		
cdg-2020	復仇者競賽	1999	Promethean	null		
cdg-2021	微型賽車1	1994	Codemasters	GB		
cdg-2022	微型賽車2	1995	Supersonic	null		
cdg-2023	微型賽車3	1998	ToolBox	null		
cdg-2026	微軟高爾夫1.0	1992	Microsoft	null		
cdg-2027	微軟高爾夫2.0	1994	Access	null		
cdg-2028	微軟高爾夫3.0	1996	Access	null		
cdg-2032	德川家康	1997	Family Soft	null	彩虹	
cdg-2043	紅線	1999	Beyond Games	null		
cdg-2047	紅色越野拉力賽	1995	Big Red	null		
cdg-2055	終極3	1995	Dynamix	US		
cdg-2056	終極3	1996	Dynamix	US		
cdg-2057	終極3	1997	Dynamix	US		
cdg-2058	終極3	1998	Dynamix	US		
cdg-2059	終極3	2000	Dynamix	US		
cdg-2060	終極動員令1	1995	Westwood	US		
cdg-2061	終極動員令2：泰伯倫之日	1999	Westwood	US		
cdg-2063	終極動員令：叛國者	2002	Westwood	US		
cdg-2065	終極動員令：紅色警戒1	1996	Westwood	US		
cdg-2066	終極動員令：紅色警戒2	2000	Westwood	US		
cdg-2068	終極名流高爾夫	1999	Microsoft	null		
cdg-2069	終極戰區1：戰爭地帶	1998	Activision	US	金仕達	
cdg-2070	終極戰區2：戰鬥指揮官	1999	Pandemic	null		
cdg-2071	終極戰士	1997	安峻	null	智冠	
cdg-2073	終極殺陣	2000	Synetic GmbH	null		
cdg-2076	終極火力	1996	Frankenstein	null	第三波	
cdg-2082	終極警探三部曲1	1997	Probe	null		
cdg-2083	終極警探三部曲2	1997	n-Space	null		
cdg-2085	終極遊樂園	2001	Gigawatt	null		
cdg-2087	終極雙陸棋	1994	Sentient	null		
cdg-2088	組裝搖滾	1998	Attica	null	曉騰	
cdg-2091	絕冬城之夜1	2002	BioWare	null		
cdg-2093	絕命淒殺	1998	Warp	null		
cdg-2095	絕地任務	1995	Legend	null	智冠	
cdg-2099	絕地風暴1	1997	Beam	null		
cdg-2100	絕地風暴2：風起雲湧	1998	Beam	null		
cdg-2101	絕對武力	2000	Valve	null		
cdg-2104	絕色天堂	2002	京群	null		
cdg-2106	絶命摧毀	1997	NMS	null	協和	
cdg-2114	綠巨人浩克	2003	Radical	null	松崗	
cdg-2116	綠色小英雄：叢林探險	1999	豐騰科技	null		
cdg-2117	網戰俄羅斯	1998	光譜	TW	光譜	
cdg-2121	網路三國	2000	中華網龍	null	智冠	
cdg-2127	縱橫四海麻將	2002	匯鑫	null	普威爾	
cdg-2129	總統大選之雀戰風雲	2000	向量科技	null	皇統	
cdg-2134	繽紛故事王國1：三隻小豬	1996	聯合電子	null	新雅文化	
cdg-2135	象棋	1985	終結者資訊	null		
cdg-2139	象棋兵法1：單提馬篇	1998	晟業	TW		
cdg-2140	象棋兵法2：反攻馬篇	1998	晟業	TW	智冠	
cdg-2141	象棋兵法3：順炮篇	1999	晟業	TW	智冠	
cdg-2142	象棋兵法4：列炮篇	1999	晟業	TW	智冠	
cdg-2143	象棋兵法5：屏風馬篇	2000	晟業	TW	智冠	
cdg-2146	象棋大師	1987	Fatman	null		
cdg-2157	豪華遙控賽車	1999	Dynamix	US		
cdg-2162	超擬真撞球1	1995	Celeris	null		
cdg-2163	超擬真撞球2	1997	Celeris	null		
cdg-2164	超擬真撞球3	2000	Celeris	null		
cdg-2165	超擬真撞球：司諾克	1996	Celeris	null		
cdg-2166	超擬真桌球1	1998	WizardWorks	null		
cdg-2167	超擬真桌球2	2002	Groove	null		
cdg-2169	超擬真飛行	1999	Terminal Reality	null	華義	
cdg-2170	超新星戰記	1996	Looking Glass	null	松崗	
cdg-2179	超未來極速獵車	2001	Nikita	null	新造科技	
cdg-2180	超炫3	2001	鶴見	null		
cdg-2181	超立體彈珠台	1996	Spidersoft	null		
cdg-2185	超級俄羅斯	1999	新造科技	TW		
cdg-2188	超級出租車	2000	KingCab	null		
cdg-2189	超級卡丁車	1995	Manic Media	null		
cdg-2190	超級卡車競技1	1996	Terminal Reality	null		
cdg-2191	超級卡車競技2	1998	Terminal Reality	null		
cdg-2192	超級台灣麻將	2000	新造科技	TW		
cdg-2196	超級摩托王	2000	Dawn	null		
cdg-2197	超級摩托車2000	2000	Milestone	null		
cdg-2198	超級摩托車2001	2001	Milestone	null		
cdg-2199	超級摩托魂	1999	Milestone	null		
cdg-2202	超級國際象棋	1993	普威爾	TW		
cdg-2203	超級國際象棋2	1994	普威爾	TW		
cdg-2205	超級天九	1990	船塢資訊	null	資訊週刊	
cdg-2208	超級小蜜蜂	1992	Taito	null		
cdg-2210	超級彈子台	1993	Epic MegaGames	null		
cdg-2211	超級彈珠王	1996	Ikarion	null		
cdg-2213	超級怪精靈	1998	Siria	null	中科	
cdg-2216	超級比一比：絕色經典	2000	明日科技	null	智冠	
cdg-2218	超級磚塊	1998	BWM	null		
cdg-2219	超級競速大賽	1996	Sony	null		
