id	title_zh	year	developer	publisher_tw	loc	platform	chiuinan_url
cdg-0723	正宗中國象棋 棋王之王	2000	普威爾		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/cchess11.htm
cdg-0768	地面控制1	2000	Massive		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/gc.htm
cdg-0774	坦克大決戰：橘子保衛戰	2000	遊戲橘子		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/gamatank.htm
cdg-0778	城堡幻想曲3艾倫希亞戰記	2000	Studio e.go		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/cf3.htm
cdg-0780	城市百分百	2000	永世泰	華彩/智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/ud.htm
cdg-0856	舞光十射	2000	鈊象	華彩	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/crazyd.htm
cdg-0881	裝甲元帥3：焦土作戰	2000	SSI	銀冠	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/pg3.htm
cdg-0895	西遊記：異世界大冒險	2000	三協資訊	華彩	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/westplay.htm
cdg-0983	吸血鬼德古拉2：最後秘密	2000	Wanadoo	大宇	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/draculs.htm
cdg-1119	幕府將軍：全軍破敵	2000	Creative Assembly		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/shogun.htm
cdg-1139	汪達爾之心：失落的古文明	2000	Konami	智冠	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/vhearts.htm
cdg-1161	決戰總統府	2000	意念		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/fpresid.htm
cdg-1185	法老	2000	Impressions	華彩	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/pharaoh.htm
cdg-1308	奧德賽：尋找尤利西斯	2000	Cryo	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/odyssey.htm
cdg-1360	陸戰英豪之重回戰場	2000	榮欽		native	WinXP	https://chiuinan.github.io/game/game/intro/ch/c51/lzyh.htm
cdg-1585	伊卡斯特傳說2聖殿詩篇	2000	宏申	第三波	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/icaston2.htm
cdg-1594	休妮亞傳說	2000	鑫盛資訊	歡樂盒	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c43/monf2.htm
cdg-1621	俠客遊3	2000	Artdink	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/ld3.htm
cdg-1678	光榮與夢想	2000	火狐狸		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c43/gad.htm
cdg-1697	冰風之谷1	2000	Interplay Productions		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/iwd1.htm
cdg-1704	封神榜之英雄無敵	2000	聯盟工作室		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/msyx.htm
cdg-1710	導火線	2000	次方科技	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/fuse.htm
cdg-1772	惡靈	2000	Mira Space	聖教士	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/zaphie.htm
cdg-2066	終極動員令：紅色警戒2	2000	Westwood		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/ra2.htm
cdg-2121	網路三國	2000	中華網龍	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/sangonet.htm
cdg-2129	總統大選之雀戰風雲	2000	向量科技	皇統	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/summitmj.htm
cdg-2143	象棋兵法5：屏風馬篇	2000	晟業	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/cch5.htm
cdg-2192	超級台灣麻將	2000	新造科技		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/stmj.htm
cdg-2216	超級比一比：絕色經典	2000	明日科技	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c44/jsjd.htm
cdg-2247	趣味四川麻將	2000	奈德		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/marjinq.htm
cdg-2252	跳棋小精靈	2000	智冠		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/g99.htm
cdg-2257	黃金印象	2000	index+	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/monet.htm
cdg-2356	新英雄傳說4：朱紅之淚	2000	Falcom	新天地	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/ed4_win.htm
cdg-2446	時空戰士（Möbius Link REAL）	2000	I.MAGIC	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/mobius.htm
cdg-2466	暗黑破壞神2	2000	Blizzard		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/diablo2.htm
cdg-2973	創世紀企業王國	2000	匯智	第三波	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/etprise.htm
cdg-3054	搶救麥卡星	2000	Lexis Numerique	曉騰	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/mykropol.htm
cdg-3071	末日決戰	2000	潤民實業	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/lostch.htm
cdg-3087	柏德之門2	2000	BioWare	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/bg2.htm
cdg-3183	模擬市民1	2000	Maxis		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/thesims1.htm
cdg-3188	模擬捷運：交通巨人	2000	JoWooD	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/tgiant.htm
cdg-3211	橘子噗噗車	2000	遊戲橘子		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/mbubucar.htm
cdg-3247	火星計畫	2000	工畫堂	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/mars1.htm
cdg-3248	火星計畫2	2000	工畫堂	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/mars2.htm
cdg-3272	烏鷺之三國英雄	2000	晟業		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/wulu.htm
cdg-3298	煙火挑戰者	2000	魔法	華義	native	Win9x	https://chiuinan.github.io/game/game/intro/ch/c33/hanabi.htm
cdg-3340	謎之寵物	2000	猛獁世紀	主旗科技	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/mopets.htm
cdg-3488	聲控麻將王	2000	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/voicemj.htm
cdg-3501	爭戰天下	2000	Trigger	聖教士/華義	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/bushido.htm
cdg-3536	猴島小英雄4：逃離猴島	2000	Lucas		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/monkey4.htm
cdg-3562	玩玩總統	2000	甲尚	大宇	native	Win9x	https://chiuinan.github.io/game/game/intro/ch/c33/pa.htm
cdg-3569	瑪莉亞：假面人生	2000	Break	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c22/maria.htm
cdg-3617	閻王令	2000	大點科技	第三波	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/hk.htm
cdg-3718	魔法書之謎1	2000	Lexis Numerique	曉騰	localized	Win9x	https://chiuinan.github.io/game/game/intro/ch/c21/album.htm
cdg-3719	魔法書之謎2：地球大進擊	2000	Lexis Numerique	曉騰	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/voyage.htm
cdg-3733	魔法門8：毀天滅地	2000	New World Computing		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/mm8.htm
cdg-3744	魔法門英雄誌	2000	New World Computing	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/heroesch.htm
cdg-3759	魔界爭霸：惡靈軍	2000	L&K Logic	捷徑電腦	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/mirrorw.htm
cdg-3775	魔豆闖天關	2000	友尚	大宇	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/modo.htm
cdg-3786	魔鬼英豪	2000	Cinematix	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/revenant.htm
cdg-0205	三國之星海風雲2	2001	Dong Seo Interactive	怡碩	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/3kd2.htm
cdg-0284	上帝也抓狂3	2001	Bullfrog		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/pop3.htm
cdg-0438	天使之都	2001	玩酷小組	宏碁	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/angelzd.htm
cdg-0551	山海經	2001	奧美		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/shj.htm
cdg-0740	武林群俠傳	2001	智冠	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/wulin.htm
cdg-0814	寫真麻將館	2001	冠捷		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/xzmjg.htm
cdg-0819	成吉思汗：大漠英雄傳	2001	詮積		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/herocg.htm
cdg-0823	百戰天蟲：世界大戰	2001	Team 17		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/wormswp.htm
cdg-0926	古靈精怪	2001	Eko	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/gift.htm
cdg-0930	台北咖啡通	2001	美夢成真	明日工作室	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/tct.htm
cdg-1059	圍棋傳說	2001	晟業		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/golegend.htm
cdg-1116	帝國企業	2001	Infograms		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/monopoty.htm
cdg-1159	決戰滑鐵盧：拿破崙戰史	2001	BreakAway	上海育碧	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/waterloo.htm
cdg-1177	沙丘魔堡3000	2001	Westwood		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/dune3000.htm
cdg-1288	亞特蘭提斯3：新世界	2001	Cryo	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/atlant3.htm
cdg-1311	奧林匹亞橋賽2	2001	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/bo2.htm
cdg-1312	奪寶奇謀	2001	4x	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/louvre.htm
cdg-1333	野蠻世紀之恐龍戰士	2001	捷友	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/crazysh.htm
cdg-1371	青澀寶貝2	2001	NEC Interchannel	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c22/sgw2.htm
cdg-1384	勇者急先鋒	2001	捷思特		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/bravef.htm
cdg-1396	動物園大亨1	2001	Blue Fang		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/zootyn1.htm
cdg-1492	美麗新國度2	2001	JoWooD	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/an2.htm
cdg-1622	俠客遊4	2001	Artdink	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/ld4.htm
cdg-1735	怒海激戰：戰艦指揮官	2001	MicroCabin	大宇	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/gnt.htm
cdg-1898	引魂者	2001	Gremlin	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/soulbrin.htm
cdg-1910	殺無赦3：狼世紀	2001	MumboJumbo	大宇	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/myth3.htm
cdg-1945	異塵餘生戰略版	2001	Micro Forté	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/falloutt.htm
cdg-1964	雀美眉寫真館：真人辣妹版	2001	詮積		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/lmmj.htm
cdg-2295	敵對水域	2001	Rage		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/hostilew.htm
cdg-2310	文明帝國：權傾天下2	2001	Activision	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/ctp2.htm
cdg-2452	時間機器	2001	Cryo	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/timeq.htm
cdg-2561	迷霧之島3	2001	Presto		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/myst3.htm
cdg-2773	痞子冠軍秀	2001	白金家族	大宇	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/hooligan.htm
cdg-2797	瘋狂空間王	2001	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/cd.htm
cdg-2849	蠟筆小新2	2001	Siria	協倫	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/jjangu.htm
cdg-3171	模擬主題樂園	2001	Bullfrog		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/scoaster.htm
cdg-3189	模擬星城	2001	Mucky Foot	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/startop.htm
cdg-3297	煉獄刀鋒	2001	Rebel	松崗/天人	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/severanc.htm
cdg-3318	熾炎傳說	2001	宏申	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/finalwar.htm
cdg-3335	記憶大王	2001	明日科技	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c44/memking.htm
cdg-3403	戰神：狂神天威	2001	SSG	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/wbc1.htm
cdg-3449	英雄聖戰2	2001	美夢成真	第三波	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/g11.htm
cdg-3472	蓋亞大地傳說	2001	酷一科技	大宇	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c31/gaya.htm
cdg-3583	鋼彈司令2	2001	FASA		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/mc2.htm
cdg-3647	鬥魚日記	2001	全景軟體		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/betta.htm
cdg-3653	鬼屋魔影4：夢魘重返	2001	Darkworks	新天地	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/indark4.htm
cdg-3658	鬼計神偷	2001	neo	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/sting.htm
cdg-3680	魔域爭霸	2001	JoyMax	捷友	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/atrox.htm
cdg-3712	魔法哈利	2001	番茄電腦	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/magichen.htm
cdg-3780	魔鬼戰將2	2001	Eidos	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/cmdos2.htm
cdg-3820	龍戰士3	2001	Capcom	大新/第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/bof3.htm
cdg-0208	三國封神	2002	樂陞	遊戲精靈	native	WinXP	https://chiuinan.github.io/game/game/intro/ch/c41/soc.htm
cdg-0252	三國趙雲傳	2002	第三波		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/sgzyz.htm
cdg-0327	亂世梟雄	2002	大新	第三波	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/lzxx.htm
cdg-0416	大航海家3	2002	Ascaron	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/p3.htm
cdg-0921	古文明時代	2002	Strategy First	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/legion.htm
cdg-0934	台灣十六張麻將單機版	2002	互網國際	元古	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/mjsolo.htm
cdg-1002	哥薩克：征服與榮耀	2002	GSC	大宇	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/dmcr.htm
cdg-1031	四川省3000	2002	光譜		native	WinXP	https://chiuinan.github.io/game/game/intro/ch/c42/s3000.htm
cdg-1418	皇帝：中國的崛起	2002	Sierra On-Line	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/ermk.htm
cdg-1581	企業霸主2	2002	JoWooD	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/ig2.htm
cdg-1625	俠客遊：第三之書	2002	Artdink	第三波/美商藝電	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/lde3.htm
cdg-1680	光芒之池：迷斯卓諾遺跡	2002	Stormfront	第三波	localized	WinXP	https://chiuinan.github.io/game/game/intro/ch/c12/por.htm
cdg-1693	冒牌大英雄	2002	捷友		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c43/fakehero.htm
cdg-1695	冒險奇譚2	2002	Game Arts	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/grandia2.htm
cdg-1698	冰風之谷2	2002	Interplay Productions		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/iwd2.htm
cdg-1895	輪迴	2002	寰訊		native	WinXP	https://chiuinan.github.io/game/game/intro/ch/c52/unknown.htm
cdg-1954	第一次的親密接觸	2002	火鳳凰	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c22/first.htm
cdg-1955	第七封印：魔神甦醒	2002	智冠		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/7seal.htm
cdg-1996	麻將巨星	2002	帕米爾		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/starmaj.htm
cdg-2017	征服：邊境戰爭	2002	Fever Pitch		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/cfw.htm
cdg-2104	絕色天堂	2002	京群		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c44/heaven.htm
cdg-2127	縱橫四海麻將	2002	匯鑫	普威爾	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/dhsh.htm
cdg-2510	碧雪情天之俠侶情緣	2002	創意鷹翔	元古	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/bxqt.htm
cdg-2578	遊戲之王：夢指引	2002	新銳數字娛樂		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c43/kog.htm
cdg-2744	夢幻模擬戰千年紀	2002	Masaya	依星	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/langm.htm
cdg-2937	刀劍封魔錄	2002	像素軟件	英特衛	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/daojian1.htm
cdg-2991	劍靈2：幻域封魔	2002	大新		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/swordsp2.htm
cdg-3067	末日危城1	2002	GPG		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/dsiege1.htm
cdg-3191	模擬樂園2	2002	Chris Sawyer		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/rct2.htm
cdg-3208	模擬飯店1	2002	Enlight	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/hotelg.htm
cdg-3310	熱血江湖	2002	Sego	億泰利	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/yb.htm
cdg-3319	熾焰帝國	2002	Phantagram	茂為	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/kuf1.htm
cdg-3397	戰爭藝術：世紀之戰	2002	Norm Koger	世紀雷神	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/toaw_cow.htm
cdg-3421	花曆	2002	Cyc	協和	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/hana.htm
cdg-3462	萬聖夜驚魂	2002	紅紫科技	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/pumpkinm.htm
cdg-3469	蒼穹霸主1	2002	Nival	松崗	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/ethlords.htm
cdg-3483	鼠賊一窩	2002	紅紫科技		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/mouseh.htm
cdg-3527	狗肯尼娃娃	2002	智冠		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c52/wawa.htm
cdg-3546	獵殺潛航2	2002	Ultimation		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/sh2.htm
cdg-3734	魔法門9	2002	New World Computing		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/mm9.htm
cdg-3740	魔法門之英雄無敵4	2002	New World Computing	英特衛	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/homm4.htm
cdg-3752	魔獸爭霸3：混亂之治	2002	Blizzard		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/warc3.htm
cdg-3822	龍槍英雄傳	2002	G2G	依星	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/elixir.htm
cdg-0453	天劍記	2003	昱泉		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/skysword.htm
cdg-0462	天地風雲錄	2003	斯普軟件	極真	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/kangxi.htm
cdg-0509	小	2003	昱泉	統一	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/presidnt.htm
cdg-1022	四大名捕	2003	第三波	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/sdmb.htm
cdg-1569	仙劍幻境：水晶之魂	2003	斯普軟件	京群	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/crystal.htm
cdg-1785	愛情圓周率	2003	恆星科技		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c22/loverate.htm
cdg-2064	終極動員令：將軍	2003	EA		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/general.htm
cdg-2144	象棋兵法6：仙人指路篇	2003	晟業	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/cch6.htm
cdg-2324	新台灣十六張麻將	2003	互網國際	智冠	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/mjnsolo.htm
cdg-2728	夢幻咖啡屋：咖啡驛站	2003	遊戲天堂		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/coffee2.htm
cdg-2938	刀劍封魔錄外傳：上古傳說	2003	像素軟件	英特衛	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/daojian2.htm
cdg-3028	手談2	2003	弈緣		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/ht2.htm
cdg-3031	抗日：血戰上海灘	2003	歡樂億派		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/xzsht.htm
cdg-3032	抗日：血戰緬甸	2003	歡樂億派		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/xzmd.htm
cdg-3077	李世民傳奇：乾坤鏡	2003	斯普軟件		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/mirror.htm
cdg-3081	東方妖妖夢	2003	上海愛麗絲幻樂團		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c51/dfyym.htm
cdg-3119	極樂酒店	2003	淡船筆工作室	伊思儷	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/pubhouse.htm
cdg-3588	鋼鐵雄心	2003	Paradox		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/hoi.htm
cdg-3698	魔戒三部曲	2003	EA		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/rotk.htm
cdg-3821	龍戰士4	2003	Capcom	第三波	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/bof4.htm
cdg-3828	龍與地下城：灰鷹世界	2003	Troika		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/toee.htm
cdg-0253	三國趙雲傳之縱橫天下	2004	第三波		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/zyzhtx.htm
cdg-0379	大富翁之大唐英雄遊江南	2004	斯普軟件	光昱	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c43/dtrich.htm
cdg-0400	大海盜	2004	Firaxis		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c21/smp.htm
cdg-0817	成人方塊	2004	極真科技		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c44/sblock.htm
cdg-1303	奇蹟動物園	2004	Enlight	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/zooemp.htm
cdg-1444	秦殤前傳：復活	2004	目標軟件	英寶格	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/soe.htm
cdg-1900	強棒麻將	2004	極真	天泉	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/hrmj.htm
cdg-1987	麻將	2004	極真		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/mmmh.htm
cdg-2523	聖女之歌	2004	唯晶信息	寰宇之星	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c44/haxp.htm
cdg-2982	創業王	2004	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/ceo.htm
cdg-3102	棋靈王之明星圍棋	2004	冠捷		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c41/goking.htm
cdg-3184	模擬市民2	2004	Maxis		localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/thesims2.htm
cdg-3405	戰神：狂神天威3	2004	Infinite Interactive	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/wbc3.htm
cdg-3470	蒼穹霸主2	2004	Nival	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/ethlord2.htm
cdg-3475	蕩神誌	2004	英特衛		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/cosg.htm
cdg-1356	阿貓阿狗2	2005	大宇		native	WinXP	https://chiuinan.github.io/game/game/intro/ch/c12/tuntown2.htm
cdg-1375	青蛇2	2005	斯普軟件	神遊/極真	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c11/snake2.htm
cdg-1577	代號：鋼鐵行動2	2005	StormRegion	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/panzers2.htm
cdg-1993	麻將學園	2005	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c42/mmj.htm
cdg-2397	明星餐廳	2005	光譜		native	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/starres.htm
cdg-3423	花木蘭（2005）	2005	斯普軟件	極真	native	Windows	https://chiuinan.github.io/game/game/intro/ch/c12/mulan.htm
cdg-3460	萬獸之王	2005	SystemSoft	光譜	localized	WinXP	https://chiuinan.github.io/game/game/intro/ch/c31/mom4.htm
cdg-2554	迷城國度	2006	Falcom	英特衛	localized	WinXP	https://chiuinan.github.io/game/game/intro/ch/c12/xanadu.htm
cdg-3580	羅馬的榮耀	2006	Haemimont	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c33/gor.htm
cdg-0392	大戰略	2009	SystemSoft	光譜	localized	Windows	https://chiuinan.github.io/game/game/intro/ch/c32/dsp3.htm
